cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps
83,1,True,REWRITE,- Campaigns at Scale: Best sequences reached 83% open / 43% reply; multiple campaigns hit 10× industry reply benchmarks,Treering Yearbooks,[email],95.0,90.0,95.0,90.0,PASS,"The term 'high-performing' is slightly subjective, though the specific metrics provided immediately mitigate this concern.","Authored high-performing sequences for 20-21 SDR personas, achieving 83% open and 32% reply rates across 804 prospects",KEEP,1.0,,
84,2,True,REWRITE,"- Campaigns at Scale: Led outreach for several years that ran August–May (an entire school year), with audience segmentation, planned step timing, and variables for personalization at scale; best sequences reached 83% open / 43% reply",Treering Yearbooks,[email],95.0,90.0,95.0,90.0,PASS,"The term 'orchestrated' is slightly generic, and while the metrics are impressive, they could be further anchored by specifying the audience size or the specific ESP/CRM tool used to execute the variable logic.","Orchestrated multi-touch lifecycle campaigns across the full school year, achieving 83% open and 43% reply rates through advanced audience segmentation and personalized variable logic",KEEP,1.0,,
85,5,True,KEEP,- Captured over $1M in revenue by developing email sequences that became foundational templates for a 20+ member team.,Treering Yearbooks,[mgmt],85.0,80.0,90.0,85.0,PASS,,,,,,
85,5,False,KEEP,- Captured over $1M in revenue by refining email sequences that later served as foundational templates for a 20+ person team.,Treering Yearbooks,[mgmt],85.0,80.0,90.0,85.0,PASS,,,,,,
86,1,True,KEEP,"- Championed Outreach adoption and led Salesforce integration; served as Outreach.io Admin and technical lead for configuration, workflow automation, and variable logic across 20+ users",Treering Yearbooks,[ops],95.0,95.0,90.0,95.0,PASS,,,,,,
87,4,True,KEEP,"- Championed Outreach.io adoption; trained 20+ team members on variable logic, sequence management, and syncing issues.",Treering Yearbooks,[mgmt],90.0,95.0,95.0,90.0,PASS,,,,,,
88,7,False,REWRITE,"- Championed adoption of Outreach.io and assisted with CRM integration, automated workflow creation, and performance reporting.",Treering Yearbooks,[ops],60.0,65.0,70.0,75.0,FAIL,The bullet uses the banned phrase 'assisted with' and lacks specific metrics or scope to demonstrate the impact of the Outreach.io adoption.,,,,,
89,12,False,REWRITE,"- Championed outreach to school districts and PTA Councils, facilitating a statewide promotion with the Georgia PTA.",Treering Yearbooks,[email],70.0,75.0,80.0,65.0,FAIL,"The bullet uses the banned word 'Championed', which is a common filler verb that lacks specific action, and the outcome is vague as it does not define what 'facilitating a statewide promotion' actually entailed or achieved.",,,,,
89,12,False,REWRITE,"- Championed targeted outreach to school districts and PTA Councils; developed processes, led best-practice trainings, secured a high-impact presentation with a major Georgia PTA Council, and facilitated statewide promotions.",Treering Yearbooks,[email],65.0,70.0,75.0,60.0,FAIL,"The bullet uses the forbidden filler word 'best-practice' and relies on vague, non-quantifiable claims like 'high-impact' and 'facilitated statewide promotions' without providing specific metrics or clear system outcomes.",,,,,
90,5,False,REWRITE,"- Chosen to lead the wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join them in-house.",Treering Yearbooks,[generalist],70.0,75.0,80.0,40.0,FAIL,"The bullet opens with a passive construction ('Chosen to lead') which is a form of 'responsible for' logic, and it lacks specific metrics or tools that define the scope of the project or the impact of the work performed.",,,,,
29,40,False,KEEP,- Cleaned CRM fields and created dashboards that helped uncover $3M+ in hidden pipeline.,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
29,40,False,REWRITE,- Cleaned CRM fields and created dashboards that helped uncover $3M+ in hidden pipelines.,Treering Yearbooks,[ops],75.0,70.0,85.0,80.0,FAIL,The bullet uses the banned phrase 'helped with' and ends with a period.,,,,,
91,48,False,REWRITE,"- Co-founded a content committee to unify messaging across teams, improving clarity across all communication touchpoints.",Treering Yearbooks,[content][mgmt],60.0,70.0,65.0,50.0,FAIL,"The bullet uses vague, subjective language ('improving clarity') without a measurable outcome or specific system detail, and it relies on a soft-skill focus rather than a concrete infrastructure or process achievement.",,,,,
92,7,True,REVIEW,"- Coached a high-performing remote team of 4-6 SDRs while maintaining a personal portfolio of 2,000+ sales accounts.",Treering Yearbooks,[mgmt],90.0,85.0,95.0,90.0,PASS,The bullet uses vague performance claims ('consistently outperforming team benchmarks') without providing the specific metrics or context required by the scoring criteria. It also lacks a clear link between the coaching actions and the specific outcomes achieved by the pod.,"Led a remote pod of 6 SDRs through structured coaching and process documentation while managing a 2,263-account portfolio valued at $15.1M",MANUAL,3.0,,
92,7,False,KEEP,"- Coached a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ sales accounts.",Treering Yearbooks,[mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,
92,7,False,REWRITE,"- Coached and scaled a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ accounts.",Treering Yearbooks,[mgmt],75.0,80.0,85.0,70.0,FAIL,"The bullet uses the forbidden filler word 'high-performing' and includes a dash in the prose (4–6), which violates the strict formatting rules.",,,,,
93,1,True,REWRITE,"- Coached remote team of 4–6 while managing personal portfolio, fostering collaborative environment focused on customer success.",Treering Yearbooks,[mgmt],95.0,90.0,95.0,90.0,PASS,"The word 'utilizing' is a moderate-risk AI pattern; 'leveraging' or 'applying' would be stronger. The bullet could be improved by briefly stating the outcome of the prioritization system (e.g., increased engagement rate or time saved).","Managed a 1,578-school Hot Zone territory across 100+ districts, utilizing a self-built CRM prioritization system to drive territory strategy and account engagement",KEEP,3.0,,
94,1,True,REWRITE,"- Collaborated across Product, Engineering, and Support to align messaging, share insights, and improve lifecycle touchpoints.",Treering Yearbooks,[generalist],95.0,90.0,95.0,90.0,PASS,The phrase 'cross-departmental' is a moderate-risk buzzword that could be tightened to be more specific about the departments involved.,"Founded and chaired a 9-member cross-departmental Content Committee to unify brand voice, govern sequence libraries, and execute VOC-driven campaign rebuilds based on 181 pages of survey data",KEEP,1.0,,
95,1,True,REWRITE,"- Collaborated asynchronously with Product, Marketing, and Operations teams to ensure content reflected latest platform capabilities.",Treering Yearbooks,[content][mgmt],95.0,90.0,95.0,90.0,PASS,The phrase 'cross-departmental' is a moderate-risk buzzword that could be replaced with more specific department names to increase impact.,Architected a cross-departmental Content Committee to unify brand voice and ensure all 100+ sequence assets accurately reflected evolving platform capabilities and product updates,KEEP,1.0,,
96,1,True,REWRITE,"- Collaborated cross-functionally to align tone, visuals, and content formats to lifecycle stage and audience behavior.",Treering Yearbooks,[content][brand],95.0,90.0,95.0,90.0,PASS,The phrase 'ensure consistent audience engagement' is slightly generic and borders on a buzzword-heavy outcome; it could be strengthened by mentioning a specific metric or a tangible improvement in brand alignment.,"Authored brand voice guidelines and a 100+ asset sequence library, standardizing messaging across lifecycle stages to ensure consistent audience engagement",KEEP,1.0,,
97,1,True,REWRITE,- Collaborated cross-functionally to launch email and SMS nurture campaigns on schedule and in line with business goals.,Treering Yearbooks,[email],100.0,100.0,100.0,95.0,PASS,,"Launched 16-sequence nurture program across 6 personas in Outreach.io, achieving a 63% average open rate and 8.7% reply rate for 3,337 prospects",KEEP,1.0,,
98,2,False,REWRITE,"- Collaborated cross-functionally to train Marketing on successful conditional-logic modules, unlocking personalization at scale.",Treering Yearbooks,[generalist],65.0,70.0,75.0,60.0,FAIL,The bullet uses the banned phrase 'Collaborated' (often a proxy for 'helped with' or 'worked on') and lacks specific metrics or tool names to ground the claim of 'personalization at scale'.,,,,,
99,1,True,REWRITE,"- Collaborated cross-functionally with Marketing Operations, Creative Teams, and Support to collect information and assets, overseeing projects to ensure on-time delivery and high-quality standards",Treering Yearbooks,[content][mgmt],95.0,90.0,95.0,90.0,PASS,The phrase 'cross-departmental' is a moderate-risk buzzword that could be tightened to be more specific about which departments were involved.,"Founded and chaired the Content Committee, a cross-departmental governance body that unified brand voice, managed a 100+ asset sequence library, and executed a 14-category QA process for all campaigns",KEEP,1.0,,
100,1,True,REWRITE,"- Collaborated cross-functionally with Marketing, Sales Operations, Creative, Product, Engineering, and Support to gather information, provide insight, and ensure alignment with company objectives.",Treering Yearbooks,[brand],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both leadership and tangible output.,"Founded and chaired the Content Committee, unifying Sales and Marketing through 181 pages of VOC research to govern brand voice and rebuild 16 sequences across 6 personas",KEEP,1.0,,
101,1,True,REWRITE,"- Collaborated cross-functionally with Marketing, Sales, Product, and Support to align messaging across assets",Treering Yearbooks,[content],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both leadership and operational rigor.,"Founded and chaired the Content Committee, unifying Sales and Marketing through a 100+ asset sequence library, standardized brand voice guidelines, and a 14-category QA process for all outbound messaging",KEEP,1.0,,
43,23,False,REWRITE,"- Collaborated on Adobe eSign ABM pilot messaging strategy, contributing insights that led to nomination for senior copywriting roles.",Treering Yearbooks,[writing],40.0,50.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'Collaborated on', lacks a concrete outcome (a nomination is a subjective internal event, not a business result), and is vague regarding the actual contribution.",,,,,
43,23,False,REWRITE,"- Collaborated on pilot messaging strategy for Adobe eSign ABM outreach, leading to nomination for two senior roles.",Treering Yearbooks,[email],50.0,60.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'Collaborated on' and relies on a subjective, unverifiable outcome ('nomination for two senior roles') rather than a business metric or system-level achievement.",,,,,
102,1,True,REWRITE,"- Collaborated on product positioning and voice refresh for all messaging, improving clarity and cohesion across touchpoints.",Treering Yearbooks,[content],95.0,90.0,95.0,90.0,PASS,"The phrase 'establishing the benchmark' is slightly abstract; it could be strengthened by mentioning the specific outcome of these guidelines (e.g., improved engagement rates or reduced editing time).","Authored team-wide voice and tone guidelines, establishing the benchmark for 100+ email campaigns and ensuring brand consistency across all outbound messaging touchpoints",KEEP,1.0,,
26,4,False,REWRITE,"- Collaborated on the company-wide migration from PersistIQ to Outreach.io, streamlining Salesforce integration and platform reporting",Treering Yearbooks,[ops][email],70.0,75.0,80.0,85.0,FAIL,"The bullet opens with 'Collaborated on', which is a banned phrase that obscures individual contribution and reads as a passive task description rather than a clear outcome.",,,,,
103,1,True,REWRITE,"- Collaborated with Marketing and Support to translate technical features into educator-focused value propositions, enhancing product understanding and adoption.",Treering Yearbooks,[generalist],90.0,95.0,95.0,90.0,PASS,The phrase 'driving team-wide adoption' is slightly vague regarding the specific scale or percentage of adoption achieved.,"Authored 100+ educator-focused email campaigns and training assets that translated complex SaaS features into actionable value propositions, driving team-wide adoption",KEEP,1.0,,
104,1,True,REWRITE,"- Collaborated with Sales, Marketing, and Product teams to align lifecycle communications with broader business objectives.",Treering Yearbooks,[mgmt],95.0,90.0,95.0,90.0,PASS,The phrase 'cross-departmental' is a moderate-risk buzzword that could be tightened to be more specific.,"Founded and chaired a cross-departmental Content Committee to unify Sales and Marketing messaging, resulting in a 16-sequence program rebuild informed by 181 pages of VOC research",KEEP,1.0,,
105,1,True,REWRITE,"- Collaborated with creative teams to develop compelling email templates and campaign assets, writing detailed creative briefs that guided design execution and maintained brand consistency.",Treering Yearbooks,[brand][writing],95.0,90.0,95.0,85.0,PASS,The bullet is strong but could be improved by specifying the platform or the specific brand voice guidelines used to ensure consistency.,"Authored 14-category creative briefs to guide design execution for 16-sequence campaign rebuilds, ensuring brand voice consistency across all assets",KEEP,1.0,,
106,1,True,REWRITE,"- Collaborated with engineers to integrate automation workflows and synchronize campaign data with backend systems, building transferable expertise for modern platforms like Braze",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The bullet lacks a specific outcome or metric (e.g., time saved, data accuracy percentage, or number of workflows automated) to fully demonstrate the impact of the integration.","Integrated Outreach.io with Salesforce to automate campaign workflows, synchronize data, and ensure operational continuity during a major CRM infrastructure migration",KEEP,1.0,,
107,1,True,REWRITE,- Collaborated with internal teams and client stakeholders to design campaigns that aligned with client goals and market trends.,Treering Yearbooks,[mgmt][design],100.0,95.0,95.0,90.0,PASS,"The bullet is slightly passive in its construction; it could be strengthened by explicitly naming the core components of the 'brand identity system' (e.g., logo, typography, design guidelines) to provide more concrete evidence of the scope.","Designed a comprehensive brand identity system for Strategy LLC, creating a visual language that remains in active use 15 years after launch",KEEP,1.0,,
28,2,False,REWRITE,- Collaborated with marketing and sales leadership to align campaign messaging with company goals and product milestones.,Treering Yearbooks,[brand],40.0,50.0,60.0,30.0,FAIL,"The bullet uses the banned phrase 'Collaborated with' and is entirely generic, lacking any specific metrics, tools, or tangible outcomes that would distinguish it from any other marketing resume.",,,,,
108,2,False,REWRITE,"- Collaborated with product, marketing, and support teams to align messaging strategies and improve user experience.",Treering Yearbooks,[mgmt],40.0,50.0,50.0,30.0,FAIL,"The bullet uses generic, non-specific language that could apply to any role, lacks any measurable outcome or specific system/tool mention, and fails to describe a concrete achievement beyond standard cross-functional communication.",,,,,
109,1,True,REWRITE,"- Collaborated with product, operations, and marketing teams to align messaging with campaign KPIs and business objectives.",Treering Yearbooks,[mgmt],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and provides clear evidence of leadership and output.,"Founded and chaired a 9-member Content Committee to unify sales and marketing messaging, resulting in a 16-sequence program rebuild informed by 181 pages of VOC research",KEEP,1.0,,
110,2,True,REWRITE,- Collaborated with stakeholders to refine persona engagement tactics and improve lead quality across national outreach.,Treering Yearbooks,[email],95.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and well-structured.,"Architected 16 persona-based sequences under the Content Committee, utilizing VOC survey data to drive a 63% average open rate across 3,337 prospects",KEEP,1.0,,
111,2,True,REWRITE,"- Composed messaging frameworks, training materials, marketing calendars, and QA processes supporting scalable campaigns.",Treering Yearbooks,[email],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both technical process and measurable outcome.,"Architected a 16-sequence campaign program for 6 personas, applying a 14-category QA checklist to drive 63% average open rates across 3,337 prospects",KEEP,1.0,,
112,1,True,REWRITE,"- Conducted A/B testing on messaging, timing, and outreach strategies to continuously improve campaign performance.",Treering Yearbooks,[email],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the total volume of recipients or the specific industry context to further anchor the 63% open rate.","Optimized campaign performance by systematically A/B testing subject lines, CTAs, and send windows across 129 Outreach sequences, driving a 63% average open rate on the January 2022 launch",KEEP,1.0,,
113,1,True,REWRITE,- Conducted A/B testing on subject lines and CTAs to boost open and click-through rates while maintaining accuracy and tone.,Treering Yearbooks,[brand],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the audience size or the specific tool used for the A/B testing to further anchor the 63% metric.","Optimized email campaign performance by A/B testing subject lines and CTAs across 129 sequences, achieving a 63% average open rate on the January 2022 launch",KEEP,1.0,,
29,40,False,KEEP,"- Conducted CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records, refining filters, creating complex reports, and building dashboard-ready insights supporting QA and compliance.",Treering Yearbooks,[ops],90.0,85.0,90.0,95.0,PASS,,,,,,
29,40,False,KEEP,"- Conducted CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records, refining filters, creating complex reports, and building performance dashboards.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,
29,40,False,KEEP,"- Conducted CRM audit that surfaced $3M+ in untapped pipeline, refining filters, cleaning records, and delivering dashboard-ready insights to support QA and compliance.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,
114,1,True,REWRITE,"- Conducted CRM audits achieving 99%+ data accuracy, saving leadership 50% of time in reporting and forecasting.",Treering Yearbooks,[ops],100.0,95.0,95.0,90.0,PASS,"None; the bullet is highly specific, quantifies the impact, and names the relevant tools.","Audited 2,933+ CRM records to identify $3M in stale pipeline, building custom Salesforce dashboards to streamline territory reporting and forecasting for leadership",KEEP,1.0,,
29,40,False,KEEP,"- Conducted a CRM audit that surfaced $3M+ in pipeline by rescuing stalled deals, fixing process gaps, and tightening data hygiene",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
29,40,False,KEEP,"- Conducted a systematic CRM audit that uncovered $3M+ in dormant pipeline, creating targeted reactivation campaigns that revitalized sales opportunities.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
115,1,True,REWRITE,"- Conducted campaign data analysis, producing performance reports with actionable insights that improved engagement rates.",Treering Yearbooks,[ops],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both technical skill and business impact.,"Audited 2,933+ CRM records to identify $3M in stale pipeline, building custom Salesforce dashboards to track territory performance and prioritize high-value accounts",KEEP,1.0,,
116,5,False,REWRITE,"- Conducted comprehensive A/B testing on subject lines, send times, and email content to optimize campaign performance, with top performing campaigns reaching 34% reply rates.",Treering Yearbooks,[email][content],75.0,80.0,85.0,70.0,PASS,"The bullet relies on a 'top performing' metric which is a common way to cherry-pick data, and it lacks specific context regarding the audience size or the tool used to conduct the testing.",,,,,
29,40,False,KEEP,"- Conducted comprehensive CRM audit that identified and unlocked $3M+ in dormant pipeline, creating targeted re-engagement campaigns for the entire sales organization.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
117,5,False,REWRITE,"- Conducted detailed prospect research and personalized outreach, significantly boosting engagement and lead qualification.",Treering Yearbooks,[email],40.0,50.0,50.0,40.0,FAIL,"The bullet uses vague, unquantified claims ('significantly boosting') and lacks specific tools, metrics, or systems, making it generic and unverifiable.",,,,,
117,5,True,REWRITE,"- Conducted in-depth prospect research and email personalization, driving authentic engagement and stronger lead qualification.",Treering Yearbooks,[email],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and aligns perfectly with the persona.,"Authored 100+ personalized email campaigns using Outreach.io, achieving a 74% open rate and 22% reply rate with PTA Council segments through targeted research and behavioral segmentation",KEEP,1.0,,
118,2,True,REWRITE,- Conducted innovative prospect research to uncover personal details that boosted outreach authenticity and conversion.,Treering Yearbooks,[email],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and well-anchored.,"Personalized outreach at scale by integrating Vidyard video prospecting and Thnks gifting into PTA Council sequences, achieving a 74% open rate and 22% reply rate across 299 contacts",KEEP,1.0,,
118,2,False,REWRITE,"- Conducted innovative prospect research, leveraging personal details to build authentic connections and boost effectiveness.",Treering Yearbooks,[generalist],40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, buzzword-heavy language like 'innovative' and 'authentic connections' without providing a specific system, tool, or measurable outcome. It reads as a generic task description rather than a high-impact achievement.",,,,,
119,1,True,KEEP,"- Conducted ongoing qualitative user research across a 2,932-account user base to maintain a deep, firsthand understanding of educator pain points and inform product messaging.",Treering Yearbooks,[generalist],85.0,90.0,95.0,80.0,PASS,,,,,,
29,40,False,KEEP,"- Conducted strategic CRM analysis, revealing $3M+ in hidden pipeline opportunities.",Treering Yearbooks,[ops],90.0,85.0,95.0,80.0,PASS,,,,,,
29,40,False,KEEP,"- Conducted systematic CRM analysis that uncovered $3M+ in dormant pipeline opportunities, creating targeted re-engagement campaigns and territory redistribution strategies.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,
29,40,False,KEEP,"- Conducted systematic CRM analysis uncovering $3M+ in dormant opportunities, creating targeted reactivation campaigns.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
29,40,False,REWRITE,"- Conducted systematic analysis of $3M+ pipeline opportunities, creating data-driven optimization strategies.",Treering Yearbooks,[ops],70.0,75.0,80.0,70.0,PASS,"The phrase 'creating data-driven optimization strategies' is slightly vague and borders on corporate-speak; it would be stronger to specify the outcome of those strategies (e.g., 'increasing conversion by X%').",,,,,
120,1,True,REWRITE,"- Conducted systematic review and optimization of campaign content, ensuring consistency and effectiveness across all client communications.",Treering Yearbooks,[content],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the timeframe or the size of the audience to further contextualize the high engagement rates.","Authored 100+ email campaigns and established team-wide voice guidelines, resulting in a 74% open rate and 22% reply rate on PTA Council sequences",KEEP,2.0,,
25,29,False,KEEP,"- Consistently exceeded annual revenue goals, becoming the first SDR in company history to source over $1M in new revenue.",Treering Yearbooks,[enablement],85.0,80.0,95.0,70.0,PASS,,,,,,
25,29,False,REWRITE,"- Consistently exceeded revenue goals, becoming the first SDR in company history to source $1M+ in new revenue.",Treering Yearbooks,[enablement],70.0,65.0,90.0,60.0,FAIL,The bullet uses the banned filler word 'consistently' and relies on a superlative ('first in company history') that is difficult to verify and often perceived as inflated or unverifiable by skeptical hiring managers.,,,,,
121,1,True,KEEP,"- Consolidated customer-voice artifacts into a co-created, searchable enablement library and reference routing process, reducing time to assemble proof for deals and keeping narratives consistent across the team",Treering Yearbooks,[content][enablement],90.0,95.0,90.0,85.0,PASS,,,,,,
122,1,True,REWRITE,"- Contributed ideas and feedback in creative planning sessions that led to more engaging, accessible materials for the team.",Treering Yearbooks,[mgmt][brand],95.0,90.0,95.0,85.0,PASS,The phrase 'high-performing messaging' is slightly vague and borders on buzzword territory; it would be stronger if it referenced a specific metric or outcome achieved by that messaging.,"Founded and chaired the Content Committee, growing it to 9 members and managing the governance of 100+ sequences to ensure brand voice consistency and high-performing messaging across the team",KEEP,1.0,,
123,1,True,REWRITE,"- Contributed messaging for the Adobe eSign ABM pilot, helping drive a ≈25% pipeline uptick in the first 60 days.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,The term 'leveraging' is a moderate-risk AI pattern that could be replaced with a more direct verb like 'using' or 'utilizing' to improve impact.,"Engineered ABM pilot messaging for Adobe eSign, leveraging Salesforce tracking to attribute a 25% pipeline increase within 60 days of launch",KEEP,2.0,,
124,1,True,REWRITE,"- Contributed to internal brainstorming and pitch work, earning praise from creative leadership for thoughtfulness and polish.",Treering Yearbooks,[brand],95.0,90.0,95.0,85.0,PASS,The bullet is strong but could be improved by specifying the timeframe or the specific impact of the strategy on the client's business beyond the praise received.,Authored a 200-page digital strategy report for Carlson Hotels that earned direct praise from the VML CEO for its professional quality and strategic depth,KEEP,1.0,,
125,1,True,REWRITE,- Converted warm prospects into $1.5M+ in closed revenue by refining targeted marketing strategies.,Treering Yearbooks,[generalist],100.0,95.0,95.0,90.0,PASS,"The term 'multi-stakeholder' is slightly buzzword-heavy, though it is contextually grounded here by the specific scale of the territory management system.","Generated $874,622 in sourced revenue by architecting a multi-stakeholder territory management system for 1,578 schools across 100+ districts using Salesforce and Outreach.io",KEEP,1.0,,
126,1,True,REWRITE,- Coordinated 4–6 stakeholder threads to align success metrics and unblock buying committees for pilot approvals and rollout,Treering Yearbooks,[content],95.0,90.0,95.0,90.0,PASS,"The term 'governed' is slightly abstract; adding a specific tool or platform used to enforce these guidelines (e.g., a style guide, Notion, or CMS) would further strengthen the claim.","Authored and governed brand voice guidelines across 100+ email campaigns, ensuring consistent messaging and editorial standards for a 20-person remote team",KEEP,1.0,,
127,1,True,REWRITE,"- Coordinated outreach messaging with marketing, sales, and support teams to unify tone, timing, and narrative.",Treering Yearbooks,[mgmt][brand],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both leadership and operational impact.,"Founded and chaired the Content Committee, unifying sales and marketing messaging through a 14-category QA checklist and a 100+ asset sequence library that standardized brand voice across all outbound channels",KEEP,1.0,,
128,1,True,REWRITE,"- Crafted a new, data-focused role on the team, defining the responsibilities and building the reporting infrastructure to support strategic account research and segmentation.",Treering Yearbooks,[ops][mgmt],95.0,95.0,95.0,90.0,PASS,None significant; the bullet is highly specific and demonstrates both strategic and technical contributions.,"Architected a specialized research role and built the supporting Salesforce reporting infrastructure to systematize account segmentation and territory prioritization for 2,000+ accounts",KEEP,1.0,,
43,23,False,REWRITE,"- Crafted account-based marketing campaigns for Adobe Sign, resulting in two senior-level nominations.",Treering Yearbooks,[email],40.0,50.0,60.0,50.0,FAIL,"The bullet is vague and relies on an unverifiable, subjective outcome (nominations) rather than a business metric; it also fails to describe the system or scale of the campaigns.",,,,,
129,1,True,REWRITE,- Crafted persuasive PTA presentation copy that led to partnerships with 400+ schools and long-term customer relationships.,Treering Yearbooks,[email][writing],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the timeframe or the specific email platform used to execute the sequences.",Designed a 14-step PTA channel outreach strategy that secured partnerships with 400+ schools by combining top-down ABM mapping with personalized email sequences and Thnks gifting,KEEP,1.0,,
130,1,True,REWRITE,"- Created QA systems that standardized voice, improved delivery accuracy, and execution across a 20+ member distributed team.",Treering Yearbooks,[mgmt],95.0,90.0,95.0,90.0,PASS,"The phrase 'unified messaging standards' is slightly abstract, though the context of the QA checklist and governance program provides sufficient grounding.",Standardized brand voice and campaign execution across a 20-member team by implementing a 14-category QA checklist and sequence governance program that unified messaging standards,KEEP,1.0,,
131,1,True,KEEP,"- Created Treering’s COVID-19 Response Flyer, featured on the company homepage and Support Center “above the fold” for over a year; updated design remained live into the following school year.",Treering Yearbooks,[design],95.0,95.0,90.0,70.0,PASS,,,,,,
132,1,True,REWRITE,"- Created a comprehensive sales enablement ecosystem, including tagged content libraries, objection-handling guides, and integration optimization that equipped cross-functional teams with brand-aligned content.",Treering Yearbooks,[ops][content],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and verifiable.,"Architected a centralized SDR training infrastructure, including a 129-sequence library and a live 8-step process website, to standardize brand voice and workflow execution across 20+ remote team members",KEEP,1.0,,
133,1,True,KEEP,- Created a direct-report research role to accelerate personalization and segment testing across campaigns.,Treering Yearbooks,[email],85.0,90.0,85.0,75.0,PASS,,,,,,
134,6,True,KEEP,- Created a new data-focused role to surface $3M+ in untapped potential revenue via custom dashboards and CRM cleanup projects,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
135,1,True,REVIEW,"- Created a new research role from scratch for a direct report, developing all reporting, dashboards, and metrics for their success.",Treering Yearbooks,[mgmt],90.0,85.0,90.0,85.0,PASS,"The term 'Architected' is slightly buzzword-heavy, and the bullet could be improved by specifying the number of dashboards or the specific impact on lead generation efficiency.","Architected a specialized research role from scratch, building Salesforce dashboards and performance metrics that streamlined lead generation workflows and enabled data-driven coaching for a direct report",MANUAL,3.0,,
136,1,True,REWRITE,"- Created a supportive environment where people felt confident to ask questions and grow, using positive reinforcement and empathy to drive performance.",Treering Yearbooks,[generalist],90.0,95.0,95.0,85.0,PASS,"The bullet is strong but could be further improved by naming the specific platform or tool used for the async documentation (e.g., Notion, Confluence, or a custom site).","Designed and delivered live training workshops and async documentation for 20+ remote employees, standardizing onboarding workflows and team performance metrics",KEEP,1.0,,
134,6,False,KEEP,"- Created and implemented a data-focused role to surface $3M+ in untapped pipeline via dashboards, CRM cleanup, and strategic outreach workflows",Treering Yearbooks,[ops],85.0,80.0,90.0,95.0,PASS,,,,,,
137,1,True,REWRITE,- Created and maintained voice/tone style guides to ensure clarity and consistency across content owners and platforms.,Treering Yearbooks,[content][brand],95.0,90.0,95.0,90.0,PASS,"The bullet is strong but could be further improved by naming the specific platform or tool used to host or distribute these guidelines (e.g., Notion, internal wiki, or brand portal).","Authored and governed company-wide voice and tone guidelines, establishing the editorial benchmark for 100+ outbound sequences and all marketing collateral to ensure brand consistency across the organization",KEEP,2.0,,
134,6,False,KEEP,"- Created and operationalized a data-focused role to surface $3M+ in untapped pipeline potential via dashboard building, CRM cleanup, and campaign performance insights",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
138,2,False,REWRITE,"- Created and optimized A/B test sequences for subject lines, send timing, and content blocks, consistently driving increases in engagement rates and successful reactivation of churned accounts.",Treering Yearbooks,[content],50.0,60.0,70.0,65.0,FAIL,"The bullet fails because it uses generic, unverifiable claims ('consistently driving increases') without providing specific metrics or the scale of the reactivation effort, and it ends with a period.",,,,,
