Category,Content
Summary,"Strategic marketing leader with 10+ years of experience in lifecycle content, CRM automation, and editorial development. Skilled at building email ecosystems that balance storytelling with scale, including prompt-based workflows, dynamic segmentation, and campaign QA processes. Expert in crafting brand-aligned messaging with a sharp eye for consistency and performance. Known for bringing structure to creative chaos: developing content calendars, auditing pipelines, launching voice alignment initiatives, and uncovering millions in potential pipeline through CRM-driven strategy. Fluent in Salesforce, Outreach.io, and marketing automation tools; confident adopting AI platforms to accelerate campaign quality without compromising clarity or compliance."
Summary,"Consultative marketing strategist with 10+ years of experience leading CRM-driven content programs that drive engagement, retention, and revenue. Skilled in translating business goals into scalable campaign ecosystems — including dynamic segmentation, prompt-based workflows, and QA processes across email, SEO, and social. Trusted by cross-functional teams to align messaging with performance, with a sharp eye for clarity, consistency, and compliance. Known for bringing structure to creative chaos: building calendars, auditing pipelines, launching voice alignment initiatives, and uncovering millions in potential pipeline through CRM-driven strategy. Fluent in Salesforce, Outreach.io, and marketing automation, with a confident, quality-first approach to AI-assisted content."
Skill,Analytics: Salesforce Lightning
Skill,Apparel & Accessories Styling
Skill,Apple & Third-Party Product Knowledge
Skill,Customer Needs Discovery
Skill,Guest Experience Excellence
Skill,Guest Service
Skill,Guest Service Fundamentals
Skill,Inventory Control
Skill,Inventory Flow
Skill,Logistics Coordination
Skill,Merchandising & Visual Displays
Skill,POS Operations
Skill,Team Collaboration
Skill,Visual Merchandising
Skill,A/B Testing
Skill,Campaign Management
Skill,Copywriting
Skill,DTC & Retail Marketing - Email Marketing
Skill,Editorial/Feature Writing - Brand Development
Skill,Graphic Design
Skill,Led Initial Creative Direction At Strategy LLC
Skill,Led Treering Yearbook'S Content Committee
Skill,Presentation Deck Creation
Skill,000+ Prospect Accounts
Skill,Enablement & Communication: Talk Tracks
Skill,A/B & Multivariate Testing
Skill,A/B Testing & Optimization
Skill,A/B Testing Frameworks
Skill,A/B Testing Workflow: Content Strategy
Skill,A/B Tests
Skill,ABM
Skill,ABM Display
Skill,Absorb
Skill,Absorb LMS
Skill,Account Executive (Ae) Handoffs
Skill,Account Selection & Planning
Skill,Account Validation
Skill,Account-Based Marketing (ABM)
Skill,Acquisition Metrics: SEO
Skill,Active Campaign
Skill,Activecampaign
Skill,Admin-Level Knowledge
Skill,Adobe Creative Suite
Skill,Adobe Illustrator
Skill,Adobe Creative Cloud
Skill,Adobe Creative Suite Illustrator
Skill,Adobe Creative Suite InDesign
Skill,Adobe Illustrator / InDesign / Photoshop
Skill,Adoption-First Enablement
Skill,Advanced Task Mapping
Skill,Advocacy Signal Tracking
Skill,Ae Collaboration Routines
Skill,Agency Collaboration
Skill,Agency Experience
Skill,Agile Workflows
Skill,Agile Methodologies
Skill,Agile Project Management
Skill,AI & Content Optimization: Chatgpt
Skill,AI & Tech: Chatgpt
Skill,AI & Tech: Drift
Skill,AI & Writing Tools: Chatgpt
Skill,AI & Writing Tools: Chatgpt Prompt Engineering
Skill,AI & Writing Tools: Chatgpt Prompting
Skill,AI & Writing: Chatgpt
Skill,AI + Productivity: Chatgpt
Skill,AI Dataset Experience
Skill,Airtable
Skill,Aligning Branded Content Across Signage
Skill,Alpine IQ (Familiar)
Skill,Alumni Engagement
Skill,Analytics
Skill,Analytics & Bi: SQL (Beginner)
Skill,Analytics & Optimization: Campaign Reporting
Skill,Analytics & Optimization: Google Analytics
Skill,Analytics & Performance Optimization: A/B Testing
Skill,Analytics & Performance Tools: Google Analytics
Skill,Analytics & Performance: Campaign ROI Analysis
Skill,Analytics & Performance: Google Analytics
Skill,Analytics & Reporting: Forecast Hygiene
Skill,Analytics & Reporting: Reply Reason Coding
Skill,Analytics Interpretation
Skill,Analytics: Campaign Analytics
Skill,Analytics: Google Analytics
Skill,Analytics: SEO Optimization
Skill,Campaign Deployment.
Skill,Cohesive Presentation Materials.
Skill,Cross-Team Support.
Skill,Deployment.
Skill,One-On-Ones
Skill,Outreach.
Skill,Purpose.
Skill,QA
Skill,QA Best Practices.
Skill,Research
Skill,Web.
Skill,AP Style (Editing & Proofreading)
Skill,API Integrations
Skill,API Troubleshooting And Configuration
Skill,Apparel
Skill,Apparel & Accessories (A&A)
Skill,Asana
Skill,Asana & Workflow Templates
Skill,Asset Libraries
Skill,Asynchronous Collaboration
Skill,Attention To Detail
Skill,Audience Segmentation
Skill,Automated Email Campaigns
Skill,Automated Workflows
Skill,Automated Workflow Configuration
Skill,Automation Logic
Skill,Backroom Organization & Fulfillment
Skill,Basic Scripting Java
Skill,Basic SQL (Queries For Reporting)
Skill,Basic Video
Skill,Basic Video Editing
Skill,Battlecard Creation
Skill,Behavioral Trigger Setup
Skill,Behavioral Triggers
Skill,Book-To-Show/Show-To-SQL Tracking
Skill,Brand Activations & Promotional Materials
Skill,Brand Consistency
Skill,Brand Development
Skill,Brand Guidelines
Skill,Brand Identity
Skill,Brand Messaging
Skill,Brand Strategy
Skill,Brand Voice
Skill,Brand Voice + Tone
Skill,Brand Voice Development
Skill,BTL/B2B/BTC Sales
Skill,Budget Tracking
Skill,Building Audiences
Skill,Building Confidence In Others
Skill,Buyer Committee Mapping
Skill,Cadence Architecture
Skill,Cadences
Skill,Calendly (Scheduling)
Skill,Call Coaching
Skill,Calm Under Pressure
Skill,Campaign Documentation
Skill,Campaign Optimization
Skill,Campaign & Media: Meta Ads
Skill,Campaign & Messaging Platforms: Salesforce
Skill,Campaign Analysis
Skill,Campaign Briefs
Skill,Campaign Calendar Planning
Skill,Campaign Calendars
Skill,Campaign Coordination
Skill,Campaign Dashboards
Skill,Campaign Design
Skill,Campaign Development: Template Optimization
Skill,Campaign Execution
Skill,Campaign Messaging
Skill,Campaign Metrics
Skill,Campaign Optimization & Reporting
Skill,Campaign Performance Dashboards
Skill,Campaign Performance Analysis
Skill,Campaign Performance Reporting
Skill,Campaign QA
Skill,Campaign QA & Testing
Skill,Campaign ROI
Skill,Campaign ROI Analysis
Skill,Campaign ROI Sketching
Skill,Campaign Strategy
Skill,Campaigns
Skill,Can-Spam/GDPR Compliance
Skill,Canva
Skill,Canva + Familiar With: Wordpress
Skill,Case Studies
Skill,Case Studies & Whitepapers
Skill,Cash Handling
Skill,Cash Handling & Reconciliation
Skill,Change Management
Skill,Chatgpt
Skill,Chatgpt/Claude
Skill,Chorus.AI (Familiar)
Skill,Churn Prevention
Skill,Churn Reduction
Skill,Clarity
Skill,Claude
Skill,Claude For Draft Copy
Skill,Client Communication
Skill,Close Planning
Skill,CMS Builders Wix
Skill,CMS Editing
Skill,CMS Editors
Skill,CMS Editors HTML
Skill,CMS Integration
Skill,CMS Platforms Wordpress
Skill,CMS/WYSIWYG
Skill,CMS/WYSIWYG Builders
Skill,CMS/WYSIWYG Editing
Skill,CMS/WYSIWYG Editors
Skill,Coaching And Mentorship
Skill,Cohort & Engagement Reporting
Skill,Cohort Analysis
Skill,Cohort Reporting
Skill,Cohort/Segmentation
Skill,Cold Call Blocks
Skill,Cold Calling
Skill,Cold Email
Skill,Cold Email Campaigns
Skill,Cold
Skill,Collaboration & Project Management: Slack
Skill,Collaboration & Strategy: G-Suite Google Docs
Skill,Color Coordination
Skill,Comfortable With New Platforms
Skill,Communication
Skill,Communication Under Pressure
Skill,Community Engagement
Skill,Competitive Analysis
Skill,Competitive Benchmarking
Skill,Competitive Insights
Skill,Competitive Intelligence
Skill,Complaint Resolution
Skill,Compliance (Can-Spam/GDPR)
Skill,Compliance-Smart Copy
Skill,Conditional Formatting
Skill,Conditional Logic Frameworks
Skill,Confident Writing (Explains Complex Ideas Simply)
Skill,Confidentiality & Accuracy
Skill,Constant Contact
Skill,Consultative Selling
Skill,Content & Communication: Clear
Skill,Content & Creative: Content Strategy
Skill,Content & Enablement: Content Strategy
Skill,Content & Enablement: Sales Enablement Content
Skill,Content & Storytelling: White Papers
Skill,Content & Workflow: Content Strategy
Skill,Content Auditing
Skill,Content Committee Leadership
Skill,Content Dashboards
Skill,Content Management
Skill,Content Management Systems
Skill,Content Marketing Strategy
Skill,Content Marketing: Editorial Calendars
Skill,Content Performance
Skill,Content Performance Analysis
Skill,Content Review Guidelines
Skill,Content Strategy
Skill,Content Syndication
Skill,Content Tagging Systems
Skill,Content Tools: Adobe Creative Suite Illustrator
Skill,Content: Copywriting
Skill,Conversion Copy
Skill,Conversion Funnels
Skill,Conversion Metrics
Skill,Conversion Optimization
Skill,Conversion Rate Monitoring
Skill,Conversion Tracking
Skill,Copy & Design Feedback
Skill,Copy Editing And Proofreading
Skill,Copy Editing/Proofreading
Skill,Copy/Design Feedback
Skill,Copywriting (Short + Long Form)
Skill,Covering Audience Segmentation
Skill,Creative & Collaboration: Brand Messaging
Skill,Creative & Communication: Copywriting
Skill,Creative & Content Tools: Adobe InDesign
Skill,Creative & Content: Adobe InDesign
Skill,Creative & Design: Adobe Illustrator
Skill,Creative & Technical: Creative Brief Writing
Skill,Creative & Technical: HTML/CSS (Basic)
Skill,Creative And Communication: Storytelling
Skill,Creative And Digital Tools: Adobe Creative Suite
Skill,Creative Brief Development
Skill,Creative Brief Development Work Experience
Skill,Creative Briefs
Skill,Creative Collaboration
Skill,Creative Direction Collaboration
Skill,Creative Tools: Adobe Creative Suite Illustrator
Skill,Creative Writing
Skill,Creative: Adobe Creative Suite
Skill,Creative: Adobe Creative Suite Illustrator
Skill,Creative: Adobe Creative Suite InDesign
Skill,Creative: Adobe Illustrator
Skill,Creative: Adobe Illustrator/Photoshop/InDesign
Skill,Creative: Campaign Messaging
Skill,Creative: Layout
Skill,CRM
Skill,CRM Data Integration
Skill,CRM & Analytics: Salesforce
Skill,CRM & Digital Marketing: Salesforce
Skill,CRM & Email Marketing: Lifecycle Campaigns
Skill,CRM & Email Platforms: HubSpot
Skill,CRM & Email Platforms: Salesforce
Skill,CRM & Email Strategy: Salesforce
Skill,CRM & Email: Salesforce
Skill,CRM & Email: Salesforce (Classic & Lightning)
Skill,CRM & Email: Salesforce Lightning
Skill,CRM & ESPs: Salesforce (Classic & Lightning)
Skill,CRM & Lifecycle Strategy: Salesforce (Advanced)
Skill,CRM & Lifecycle: Salesforce (Classic & Lightning)
Skill,CRM & Marketing Automation: Salesforce (Advanced)
Skill,CRM & Marketing Technology: Salesforce (Advanced)
Skill,CRM & Martech: Salesforce Expert
Skill,CRM & Multichannel: Salesforce
Skill,CRM & Platforms: Salesforce
Skill,CRM & Sales Tech: Salesforce (Expert)
Skill,CRM & Sales Technology: Salesforce
Skill,CRM & Sales Technology: Salesforce (Expert)
Skill,CRM & Sales Tools: Salesforce Lightning
Skill,CRM & Sales Tools: Salesforce Stages
Skill,CRM & Sales: Salesforce
Skill,CRM And Analytics: Salesforce
Skill,CRM Data Analysis
Skill,CRM Data Hygiene
Skill,CRM Hygiene
Skill,CRM Integration
Skill,CRM Logic
Skill,CRM Management
Skill,CRM Personalization
Skill,CRM Reporting
Skill,CRM Strategy
Skill,CRM Sync Optimization
Skill,Cross-Channel Campaigns
Skill,Cross-Channel Marketing
Skill,Cross-Device Optimization
Skill,Cross-Device Testing
Skill,Cross-Functional Alignment
Skill,Cross-Functional Campaign Planning
Skill,Cross-Functional Collaboration
Skill,Cross-Functional Communication
Skill,Cross-Functional Content Alignment
Skill,Cross-Functional Stakeholder Management
Skill,Cross-Functional Team Alignment
Skill,Cross-Platform Attribution
Skill,Cross-Platform CRM Automation
Skill,Cross-Platform Reporting
Skill,Cross-Selling & Upselling
Skill,Crowdfunding Strategies
Skill,Cultureamp
Skill,Curious And Resourceful
Skill,Custom Field Mappings
Skill,Customer Feedback Loops
Skill,Customer Feedback Synthesis
Skill,Customer Insight
Skill,Customer Journey Mapping
Skill,Customer Marketing
Skill,Customer Proof Activation
Skill,Customer Reactivation
Skill,Customer Segmentation
Skill,Customer Service Excellence
Skill,Customer.io
Skill,Dark Mode Testing
Skill,Dashboard Creation & Interpretation
Skill,Dashboard Interpretation
Skill,Dashboards
Skill,Data Governance & Hygiene
Skill,Data Analysis
Skill,Data Hygiene
Skill,Data Hygiene And Validation
Skill,Data Integration
Skill,Data Loader Operations
Skill,Data Transformation Logic
Skill,Data Visualization
Skill,Data Visualization Google Sheets
Skill,Data Workflow Optimization
Skill,Data-Driven
Skill,Data-Driven Insights
Skill,Data-Driven Marketing/Analytics
Skill,Data-Driven Sales
Skill,Data-Driven Strategy
Skill,Database Concepts
Skill,Database Query Optimization
Skill,Deal Strategy Planning
Skill,Debugging And Troubleshooting
Skill,DEI & Inclusive Messaging
Skill,DEI Advocacy
Skill,DEI Initiatives
Skill,Deliverability Optimization
Skill,Delivering All-Team Meetings
Skill,Demand Generation
Skill,Dependable & Punctual
Skill,Design Tools: Adobe Creative Suite Photoshop
Skill,Development Operations
Skill,Digital
Skill,Digital & Analytics: Salesforce
Skill,Digital And Analytics: Salesforce
Skill,Digital Marketing
Skill,Digital Strategy
Skill,Direct Mail
Skill,Discovery & Demos
Skill,Discovery Call Setup
Skill,Discovery Preparation
Skill,Distraction-Free Setup
Skill,Documentation
Skill,Drafting
Skill,DRI
Skill,Drift
Skill,Drip
Skill,Drip & Nurture Campaigns
Skill,Drip Campaigns
Skill,Drip Sequences
Skill,Drive
Skill,DTC Strategy
Skill,Duplicate Cleanup
Skill,Dutchie - Familiar
Skill,Dynamic Content
Skill,Dynamic Content Personalization
Skill,Dynamic Personalization
Skill,Ecosystem Fluency
Skill,Editing & Proofreading
Skill,Editing & Review
Skill,Editing
Skill,Editorial
Skill,Editorial Calendars
Skill,Editorial Judgment
Skill,Editorial QA
Skill,Editorial Strategy
Skill,Educational Access Initiatives
Skill,Educator Feedback Loops
Skill,Educator Needs Analysis
Skill,Eloqua (Learning)
Skill,Eloqua (Quick Learner)
Skill,Email & CRM Automation
Skill,Email & SMS Template Design
Skill,Email Analytics
Skill,Email And SMS Campaigns
Skill,Email Automation
Skill,Email Calendar Management
Skill,Email Calendar Planning
Skill,Email Campaigns
Skill,Email Deliverability & Compliance
Skill,Email Design & Structure
Skill,Email Journeys
Skill,Email Marketing
Skill,Email Marketing Lifecycle
Skill,Email Performance Audits
Skill,Email Performance Dashboards
Skill,Email Template Design
Skill,Empathy & Active Listening
Skill,Enablement
Skill,Enablement & Ops: Cadence Architecture
Skill,Enablement & Ops: Evaluation Kits
Skill,Enablement & Ops: Objection Libraries
Skill,Enablement Materials
Skill,Enablement Training
Skill,Energy & Enthusiasm
Skill,Engagement & Performance: A/B Testing
Skill,Engagement Metrics
Skill,Engagement Scoring
Skill,Enterprise ESP Platforms
Skill,Enterprise ESPs
Skill,ESP Strategy
Skill,ESPs
Skill,Etc.
Skill,ETL Processes
Skill,Event Upload Process Support
Skill,Events
Skill,Excel
Skill,Excel Advanced Functions
Skill,Excel/Google Sheets Data Analysis
Skill,Executive Communication
Skill,Executive Decks
Skill,Executive Presentations
Skill,Executive Reporting
Skill,Executive Summaries
Skill,Expansion Strategy
Skill,Facebook
Skill,Facebook Ads
Skill,Family-Focused Service
Skill,Field Marketing
Skill,Field Marketing Programs
Skill,Figma
Skill,Figma (Basic)
Skill,Figma (Basic) Writing & AI Tools: Chatgpt
Skill,Figma (Collaborative Use)
Skill,Figma Marketing: Google Analytics
Skill,Fitting Room Engagement
Skill,Flexible Scheduling (Nights/Weekends)
Skill,Forecast Discipline
Skill,Forecast Views
Skill,Friendly & Clear Client Communication
Skill,Full-Funnel Campaigns
Skill,Fundraising Technology
Skill,Funnel Analysis
Skill,Funnel Optimization
Skill,Funnel Reporting
Skill,Funnel Stages
Skill,Funnel Strategy
Skill,Funnel-Aligned Content
Skill,G Suite Docs
Skill,Gemini
Skill,Generative AI Chatgpt
Skill,Go-To-Market
Skill,Go-To-Market (GTM) Strategy
Skill,Go-To-Market Campaigns
Skill,Go-To-Market Strategy
Skill,Gong (Familiar)
Skill,Goodle Ads
Skill,Google Ads
Skill,Google Analytics
Skill,Google Analytics/Ads
Skill,Google Gemini
Skill,Google Sheets
Skill,Google Sheets Automation
Skill,Google Sheets/Excel
Skill,Google Slides
Skill,Google Slides/Docs/Sheets
Skill,Google Workspace
Skill,Google Workspace Docs
Skill,Google Workspace (Docs/Sheets/Slides)
Skill,Grammarly
Skill,Graphic Design: Adobe Illustrator
Skill,Group Facilitation
Skill,Growth & Digital Marketing: Full-Funnel Strategy
Skill,Growth Marketing
Skill,GTM Experimentation
Skill,Handoff SLAs
Skill,High-Trust
Skill,High-Volume Transaction Management
Skill,Highspot (Familiar)
Skill,Housekeeping & Store Readiness
Skill,HTML (Basic)
Skill,HTML Editing
Skill,HTML/CSS
Skill,HTML/CSS (Basic)
Skill,HTML/CSS Editing
Skill,HTML/Java (Basic)
Skill,HTML/Web Editing
Skill,HTML/Web Editing (Basic)
Skill,HubSpot
Skill,HubSpot (Basic)
Skill,Hygiene Dashboards
Skill,ICP Definition
Skill,Illustrator
Skill,In-App Messaging
Skill,Including Client-Facing Decks
Skill,Inclusive Messaging (DEI)
Skill,Inclusive Service
Skill,Inclusive Shopping Support
Skill,Increase Visibility
Skill,Incremental LTV Growth
Skill,InDesign
Skill,Industry Focus: Cannabis Industry Research
Skill,Insights & Research: Campaign Analysis
Skill,Insights & Research: Segmentation
Skill,Insights Synthesis
Skill,Instagram
Skill,Institutional Advancement
Skill,Integrated Campaign Orchestration
Skill,Integrated Campaigns Email
Skill,Integration Troubleshooting
Skill,Intent Data Platforms (Familiar)
Skill,Intent Signals
Skill,Internal Communications
Skill,Internal Documentation
Skill,Internal Messaging
Skill,Internal Training & Mentorship
Skill,Internal Training & Enablement
Skill,Iterable (Familiar)
Skill,Iterable (In Progress)
Skill,Iterable (Quick Learner)
Skill,Iteration
Skill,Iterative Optimization
Skill,iWork
Skill,iWork Pages
Skill,iWork Pages/Numbers/Keynote
Skill,Jasper
Skill,Jasper AI
Skill,Java (Basic)
Skill,JavaScript
Skill,JavaScript (Learning)
Skill,Journalism
Skill,Journey Mapping
Skill,Keynote
Skill,Keyword Research
Skill,Klaviyo
Skill,Klaviyo (Learning)
Skill,Klaviyo (Familiar)
Skill,KPI Dashboards
Skill,KPI Reporting
Skill,Landing Pages
Skill,Large-Scale Content Review
Skill,Latex
Skill,Launch Planning
Skill,Lead Generation
Skill,Lead Lifecycle Stages
Skill,Lead Management & Routing
Skill,Lead Nurture Flows
Skill,Lead Nurturing Outreach: Relationship Building
Skill,Lead Pipeline Tracking
Skill,Lead Progression (Sal→SQL)
Skill,Lead Qualification
Skill,Lead Scoring
Skill,Lead Scoring & Segmentation
Skill,Lead Scoring Platforms
Skill,Lead/Revenue Generation
Skill,Leadership And Enablement: Team Building
Skill,Leadership: Team Building
Skill,Leandata (Familiar)
Skill,Learning & Adaptability: Fast Learner
Skill,Learning & Development Strategy
Skill,Lifecycle & CRM Strategy: Email & SMS Campaigns
Skill,Lifecycle & Engagement: Segmentation
Skill,Lifecycle Automation
Skill,Lifecycle Campaign Orchestration
Skill,Lifecycle Communications
Skill,Lifecycle Communications Strategy
Skill,Lifecycle Conversion Optimization
Skill,Lifecycle Flows
Skill,Lifecycle Journeys
Skill,Lifecycle Mapping
Skill,Lifecycle Marketing
Skill,Lifecycle Marketing & CRM Platforms
Skill,Lifecycle Marketing Programs
Skill,Lifecycle Marketing: Journey Design
Skill,Lifecycle Marketing: Journey Mapping
Skill,Lifecycle Marketing: Segmentation
Skill,Lifecycle Strategy
Skill,LinkedIn
Skill,LinkedIn Ads
Skill,LinkedIn Sales Navigator
Skill,List Hygiene
Skill,List Building
Skill,List Management
Skill,Live Event Marketing
Skill,Live Reviews
Skill,Local Availability Williamsville
Skill,Logic-Based Flows
Skill,Long-Cycle Deal Strategy
Skill,Lookups
Skill,Loom
Skill,Loss Prevention Awareness
Skill,Low-Ego
Skill,Loyalty & Retention Campaigns
Skill,Loyalty Program Support
Skill,Macros
Skill,Mailchimp
Skill,Maintained CRM Workflows
Skill,Market Analysis
Skill,Market Research
Skill,Market Segmentation
Skill,Marketing
Skill,Marketing & Engagement: Google Analytics
Skill,Marketing Attribution
Skill,Marketing Automation & CRM Platforms: Salesforce
Skill,Marketing Automation & CRM: Salesforce (Advanced)
Skill,Marketing Automation & Tools: Salesforce
Skill,Marketing Automation Mailchimp
Skill,Marketing Automation Platforms
Skill,Marketing Automation Platforms Mailchimp
Skill,Marketing Automation Workflows
Skill,Marketing Collateral
Skill,Marketing Operations: Salesforce
Skill,Marketing Ops Documentation
Skill,Marketing Strategy
Skill,Marketing Strategy: Brand Strategy
Skill,Marketing Strategy: Lifecycle Marketing
Skill,Marketing Tools: Google Analytics
Skill,Marketing: Google Analytics
Skill,Marketo (Familiar)
Skill,Marketplace Trend Analysis
Skill,Martech Integrations
Skill,Meddic
Skill,Meeting Facilitation
Skill,Meeting Notes & Summaries
Skill,Meeting Summaries
Skill,Meeting/SQL Quota Attainment
Skill,Mentorship
Skill,Message Hierarchy
Skill,Messaging
Skill,Messaging & Content: Brand Voice Development
Skill,Messaging & Content: Internal Communications
Skill,Messaging & Copy: Outcome-Led Narratives
Skill,Messaging & Copy: Personalization At Scale
Skill,Messaging & Copy: Value-First Openers
Skill,Messaging: Campaign Copywriting
Skill,Meta Ads
Skill,Meta Business Suite
Skill,Micro-Promised CTAs
Skill,Microso Office
Skill,Microso Office Excel
Skill,Microso Word (Advanced Formatting)
Skill,Microsoft Excel
Skill,Microsoft Office
Skill,Microsoft Office Word
Skill,Microsoft Office Suite
Skill,Microsoft Word (Advanced Formatting)
Skill,Microsoft Word/Powerpoint/Excel
Skill,Mobile-Responsive Design
Skill,Moveable Ink (Familiar)
Skill,MS Excel
Skill,Multi-School Campaigns
Skill,Multi-Stakeholder Deal Management
Skill,Multi-Threading
Skill,Multi-Threading (SMB–MM)
Skill,Multichannel Campaigns
Skill,Multitasking
Skill,Multithreading
Skill,Multivariate Testing
Skill,Needs Assessment Conversations
Skill,Newsletters
Skill,Notion
Skill,Notion (Knowledge Base)
Skill,Numbers
Skill,Ny
Skill,Objection Handling
Skill,Objection Library
Skill,Office: Microsoft Office Word
Skill,Omnichannel Engagement
Skill,Onboarding Materials
Skill,Onboarding Series
Skill,One-On-One Coaching
Skill,Open To Feedback
Skill,Open/Click/Conversion Analysis
Skill,Open/Click/Conversion Tracking
Skill,Ops & Enablement: Messaging Playbooks
Skill,Organization: Google Calendar
Skill,Outbound & Pipeline: Ideal Customer Profile (ICP)
Skill,Outbound Prospecting
Skill,Outdoor Displays + Signage
Skill,Outdoor Displays And Signage
Skill,Outreach Implementation
Skill,Outreach (Persona Programs)
Skill,Outreach Sequencer
Skill,Outreach Sequences
Skill,Outreach Meetings (Scheduler)
Skill,Outreach.io
Skill,Outreach.io (Expert)
Skill,Owning Campaign Planning
Skill,Paid Media
Skill,Paid Media Strategy
Skill,Partner Marketing
Skill,Patience & Clear Communication
Skill,Pattern Interrupts
Skill,Peer-To-Peer Fundraising
Skill,Performance Dashboards
Skill,Performance Analysis
Skill,Performance Analysis & Coaching
Skill,Performance Dashboard Creation
Skill,Performance Evaluation & Coaching
Skill,Performance Metrics
Skill,Persist
Skill,PersistIQ
Skill,Person Accounts
Skill,Persona Development
Skill,Persona Development AI & Writing Tools: Chatgpt
Skill,Persona Development AI & Writing: Chatgpt
Skill,Persona Messaging
Skill,Persona Targeting
Skill,Persona-Based Proof Mapping
Skill,Personalization
Skill,Personalization At Scale
Skill,Personalization Strategy
Skill,Personalization Tools
Skill,Personalized Ads
Skill,Personalized Solutions
Skill,Personalized Style Recommendations
Skill,Personalized Video (Vidyard)
Skill,Personas
Skill,Photoshop
Skill,Physical Capability
Skill,Pilot/POC Design
Skill,Pipeline & Engagement Analytics
Skill,Pipeline & Lead Generation
Skill,Pipeline Acceleration
Skill,Pipeline Cleanliness
Skill,Pipeline Coverage
Skill,Pipeline Coverage Modeling
Skill,Pipeline Forecasting Tools
Skill,Pipeline Management
Skill,Pipeline Management & Forecasting
Skill,Pitch Deck Design
Skill,Pivot Tables
Skill,Planograms & Signage Execution
Skill,Platform Adoption
Skill,Platform Governance
Skill,Platform Optimized Assets
Skill,Platform Training And Adoption
Skill,Platforms & Productivity: Salesforce
Skill,Playbooks
Skill,Powerpoint
Skill,Premiere Pro (Basic)
Skill,Presentation & Slide Decks
Skill,Presentation Decks
Skill,Presentation Design
Skill,Presentation Development
Skill,Press & Media Materials
Skill,Press Releases
Skill,Print + Digital Collateral
Skill,Print And Digital Collateral
Skill,Problem-Solving & Troubleshooting
Skill,Process Optimization
Skill,Process Documentation
Skill,Processes
Skill,Procurement Navigation
Skill,Product
Skill,Product Descriptions
Skill,Product Documentation
Skill,Product Marketing: Go-To-Market (GTM) Strategy
Skill,Product Marketing: Go-To-Market Strategy
Skill,Product Positioning
Skill,Product Positioning & Messaging
Skill,Product-Sales Alignment
Skill,Productivity: Google Workspace
Skill,Productivity: Google Workspace Docs
Skill,Productivity: Microso Office
Skill,Productivity: Microsoft Office
Skill,Project & Collaboration: Workflow Optimization
Skill,Project And Process Management: Asana (Familiar)
Skill,Project Coordination
Skill,Project Management
Skill,Project Management Trello
Skill,Project Timelines & Milestones
Skill,Promotional Signage
Skill,Promotional Strategy
Skill,Prompt Engineering
Skill,Prompt Writing
Skill,Proofreading
Skill,Proposal & Contract Development
Skill,PTA Council Partnerships
Skill,Python
Skill,Python (Basic)
Skill,Python (Learning)
Skill,QA & Documentation
Skill,QA Process Development
Skill,QA Processes
Skill,QA Systems
Skill,Quality Assurance
Skill,Quality Assurance Protocol Development
Skill,Quality Control Systems
Skill,Quickbooks
Skill,Quota Achievement
Skill,Quota Management
Skill,Ramp Acceleration (~30%)
Skill,Re-Engagement Campaigns
Skill,Re-Engagement Strategies
Skill,Reactivation Campaigns
Skill,Reference Architecture One-Pagers
Skill,Reference Routing
Skill,Regulatory Tracking
Skill,Reliability & Consistency
Skill,Remote Team Leadership
Skill,Report & Pitch Deck Design
Skill,Reporting
Skill,Reporting & Dashboards
Skill,Reporting & Insights
Skill,Reporting And Dashboards
Skill,Reporting Dashboards
Skill,Research & Analytics
Skill,Research Skills
Skill,Research-Oriented
Skill,Responsive Design
Skill,Retention & Loyalty Programs
Skill,Retention & Winback Strategies
Skill,Retention Metrics
Skill,Retention Strategy
Skill,Retention Tactics
Skill,Revenue Operations
Skill,Revenue Operations: GTM Strategy
Skill,Revops Stack Integrations
Skill,ROI Analysis
Skill,ROI Baselines
Skill,SaaS Product Marketing
Skill,Sales & Marketing Alignment
Skill,Sales & Pipeline: Enterprise Discovery
Skill,Sales & Pipeline: High-Volume Outbound
Skill,Sales & Revenue Operations: B2B Marketing
Skill,Sales & Support Collaboration
Skill,Sales And Revenue Operations: B2B Marketing
Skill,Sales And Revenue Operations: B2B SaaS Sales
Skill,Sales Collateral
Skill,Sales Enablement
Skill,Sales Enablement Platforms
Skill,Sales Enablement Tools
Skill,Sales Enablement: Sales Playbooks
Skill,Sales Forecasting
Skill,Sales Methodology Challenger
Skill,Sales Methodology Implementation Challenger
Skill,Sales Process Development
Skill,Sales Reporting & Dashboards
Skill,Sales Support
Skill,Sales Technology And CRM: Salesforce (Advanced)
Skill,Sales Training & Onboarding
Skill,Sales-Marketing Alignment
Skill,Salesforce
Skill,Salesforce (Advanced)
Skill,Salesforce Dashboards
Skill,Salesforce Marketing Cloud
Skill,Salesforce Marketing Cloud (Familiar)
Skill,Script Writing
Skill,Security/Compliance Q&A Packs
Skill,Segment-Based Campaigns
Skill,Segmentation
Skill,Segmentation Strategy
Skill,Segmentation/Personalization
Skill,Seismic (Familiar)
Skill,Self-Directed
Skill,Send Time Optimization
Skill,SEO
Skill,SEO & Analytics: SEO
Skill,SEO & Performance: SEO Strategy
Skill,SEO Best Practices
Skill,SEO Copywriting
Skill,SEO Optimization
Skill,Sequence Governance
Skill,Sequence Management
Skill,Sequence Performance Reporting
Skill,Shared Responsibility
Skill,Sheets
