Role / Company,Tags,Bullet Point
Treering Yearbooks,[content] [email] [ops],"- Developed teamwide cadences tailored to key audience segments, improving email response rates through thoughtful pacing, segmentation alignment, and clear brand voice standards."
Treering Yearbooks,[email],"- Directed 2,000+ account nurture campaigns using logic-based flows, A/B testing, and behavior triggers, raising reply rates."
Treering Yearbooks,[enablement] [mgmt],"- Directed a team of 4–6, implementing weekly 1:1 coaching and monthly workshops to enhance collaboration and development."
Treering Yearbooks,[enablement],"- Redesigned and facilitated monthly training for 20+ reps, fostering a collaborative and productive work environment."
Treering Yearbooks,[ops],"- Improved workflows between Outreach and Salesforce, reducing friction and increasing reliability in campaign execution."
Treering Yearbooks,[ops],"- Identified over $3M in potential revenue through custom reports, dashboards, and data cleanup."
Treering Yearbooks,[mgmt] [ops],"- Directed and coached a remote SDR team of 4–6, driving close rates as high as 72% through mentoring and process optimization."
Treering Yearbooks,[content] [email] [ops],"- Directed lifecycle campaigns for 2,000+ accounts using Salesforce and Outreach.io, incorporating personalized nurture tracks, reactivation flows, and segmented outreach."
Treering Yearbooks,[content] [email] [mgmt] [ops],"- Directed multi-stage lifecycle campaigns across Salesforce and Outreach.io, managing a 2,000+ account portfolio with personalized nurture tracks, reactivation flows, and segmentation strategies that supported engagement and revenue growth."
Treering Yearbooks,[email] [ops],"- Directed segmented lifecycle campaigns for a 2,000+ account portfolio, using behavioral triggers and conversion goals to guide nurture, reactivation, and outbound flows."
Treering Yearbooks,[ops],"- Directly recruited by Treering's Head of Sales based on strategic approach, platform expertise, and revenue generation capability"
Treering Yearbooks,[enablement] [ops],- Documented audience logic and lifecycle workflows so any new hire could launch a compliant campaign in under an hour
Treering Yearbooks,[enablement] [ops],"- Documented campaign SOPs, segmentation logic, and QA protocols to streamline onboarding and execution."
Treering Yearbooks,[ops],- Documented campaign workflows and audience logic to ensure scalable execution and compliance with evolving best practices.
Treering Yearbooks,[email] [ops],"- Drove B2B sales, optimized CRM systems, and crafted lifecycle-aware messaging in Outreach.io to enhance lead quality."
Treering Yearbooks,[email] [ops],"- Drove B2B sales, optimized Salesforce/CRM systems, and crafted conversion-focused messaging in Outreach.io."
Treering Yearbooks,[generalist],"- Drove alignment between Marketing and Sales through insights-sharing on teacher, PTA, and district-level decision patterns."
Treering Yearbooks,[mgmt],- Drove alignment between Marketing and Sales through weekly insights shareouts and content performance reviews.
Treering Yearbooks,[writing],- Editorial/Feature Writing
Treering Yearbooks,[generalist],"- Enforced handoff SLAs, reminders, and context-rich notes to raise book-to-show and show-to-SQL for AEs"
Treering Yearbooks,[generalist],"- Enforced stage definitions, aging alerts, next-step discipline, and loss reason codes; maintained a meetings-to-opportunities hygiene view to avoid gaps between stages"
Treering Yearbooks,[email] [ops],"- Engineered campaigns in Outreach.io using segmentation, A/B testing, and analytics to improve conversion and engagement."
Treering Yearbooks,[email] [ops],"- Engineered logic-driven Salesforce + Outreach journeys (intent/behavior triggers, A/B tests, variable copy) and standardized QA/variables across a 20+ person remote team to raise delivery accuracy and replies."
Treering Yearbooks,[email],"- Engineered year-long, full-funnel campaigns in Outreach.io with customized messaging, A/B testing, and logic-based branching."
Treering Yearbooks,[email] [ops],"- Enhanced Outreach.io campaigns with advanced segmentation logic, optimizing response rates and strengthening pipeline quality."
Treering Yearbooks,[ops],"- Instituted systematic account management processes, tracking 15 key data points per account across 206 active tasks."
Treering Yearbooks,[content] [email] [enablement],"- Founded and facilitated a cross-department content committee that reduced content review cycles by 20%, unifying messaging across 100+ email templates and sales assets."
Treering Yearbooks,[email] [ops],"- Enhanced outreach by building and optimizing Outreach.io campaigns with advanced segmentation logic, improving pipeline quality."
Treering Yearbooks,[ops],"- Structured account management by tracking 15 data points across 200+ tasks, integrating performance metrics to adjust strategies."
Treering Yearbooks,[content] [enablement],- Led cross-department Content Committee to accelerate content review cycles and unify messaging across 100+ assets.
Treering Yearbooks,[ops],"- Presented data-driven campaign insights and metrics to senior leadership, aligning marketing strategies with business objectives."
Treering Yearbooks,[email],"- Achieved 74% open rates and 22% reply rates on strategic PTA campaigns, reinforcing brand position and marketing effectiveness."
Treering Yearbooks,[email],"- Collaborated with creative teams to develop compelling email templates and campaign assets, writing detailed creative briefs that guided design execution and maintained brand consistency."
Treering Yearbooks,[generalist],"- Equipped Sales with activation kits (decks, one-pagers, talk tracks) to support opportunity progression and shorter sales cycles."
Treering Yearbooks,[generalist],"- Established comprehensive QA frameworks for campaign logic and template testing, cutting errors by 50%"
Treering Yearbooks,[ops],- Exceeded first-year sales goals by 17%; became the first outbound team member to generate $1M+ in sourced revenue.
Treering Yearbooks,[ops],"- Executed Salesforce Data Loader bulk operations across 2,900+ accounts, reducing manual data entry 80% with 99%+ accuracy"
Treering Yearbooks,[email],"- Executed automated email campaigns that nurtured 2,000+ accounts through complex journeys, converting leads to partnerships."
Treering Yearbooks,[content] [ops],"- Built sophisticated segmentation strategies using Salesforce data to personalize outreach based on customer lifecycle stage, school demographics, and engagement patterns, including direct SMS communication with high-value prospects."
Treering Yearbooks,[email],"- Launched A/B-tested email sequences across unique customer segments, doubling lead-to-meeting conversion in under 60 days."
Treering Yearbooks,[ops],"- Developed reactivation campaigns that uncovered $3M+ in dormant pipeline, revitalizing relationships with previous customers."
Treering Yearbooks,[email] [ops],"- Executed high-volume email campaigns via Outreach.io, testing cadence and timing variations to optimize engagement rates."
Treering Yearbooks,[generalist],- Analyzed competitive landscapes to tailor campaign messaging and improve response rates.
Treering Yearbooks,[email],"- Executed high-volume outbound campaigns via Outreach.io, innovating cadence variations and timing to enhance engagement."
Treering Yearbooks,[content],"- Conducted comprehensive research to personalize email messaging, driving authentic conversations and stronger client connections."
Treering Yearbooks,[email],- Delivered top-tier lead quality by refining email campaigns that consistently surfaced high-converting prospects for the sales team.
Treering Yearbooks,[ops] [writing],"- Contributed to the messaging strategy for Adobe Sign’s ABM pilot campaign, demonstrating direct response copywriting skills."
Treering Yearbooks,[content],"- Recruited based on proven performance in email and campaign strategy, demonstrating ability to manage multi-channel initiatives."
Treering Yearbooks,[email],"- Executed high-volume outbound campaigns via Outreach.io, testing cadence variations and timing to improve response rates."
Treering Yearbooks,[content],"- Conducted in-depth research to personalize outreach messaging, driving authentic engagement and stronger conversations."
Treering Yearbooks,[generalist],"- Consistently delivered top-tier lead quality, earning recognition for surfacing high-converting prospects for the sales team."
Treering Yearbooks,[mgmt],"- Promoted to team lead within 6 months and entrusted with final client wrap-up, including campaign handoff and PTA research."
Treering Yearbooks,[writing],"- Contributed messaging strategy for Adobe eSign ABM pilot campaign, leading to nomination for two senior copywriting roles."
Treering Yearbooks,[generalist],- Recruited directly by Treering’s Head of Sales for full-time role based on performance and strategic approach to campaigns.
Treering Yearbooks,[email],"- Executed high-volume outbound campaigns with systematic A/B testing, achieving measurable engagement improvements."
Treering Yearbooks,[ops],- Developed segmentation strategies and research methodologies increasing team qualification rates and pipeline quality through data-driven optimization.
Treering Yearbooks,[email],"- Executed high-volume, targeted email outreach via Outreach.io, optimizing cadence and timing to improve engagement."
Treering Yearbooks,[content],- Facilitated a statewide promotion with the Georgia PTA by developing a multi-channel content strategy that supported outreach across thousands of schools.
Treering Yearbooks,[content],- Facilitated a statewide promotion with the Georgia PTA by developing a tailored multi-channel pitch campaign.
Treering Yearbooks,[generalist],- Facilitated a statewide promotion with the Georgia PTA by developing a tailored multichannel pitch campaign.
Treering Yearbooks,[enablement],- Facilitated monthly training and strategic planning meetings with cross-functional stakeholders and executive leadership.
Treering Yearbooks,[mgmt] [ops],- Fast-tracked to Team Lead within six months by consistently exceeding lead generation and pipeline-building goals.
Treering Yearbooks,[mgmt] [ops],"- Managed a 12-person SDR team, coaching outreach tactics and driving high-volume prospecting for SaaS and EdTech clients."
Treering Yearbooks,[ops],- Achieved 2x Top Seller recognition for lead generation success and consistent revenue contributions across client campaigns.
Treering Yearbooks,[generalist],"- Developed targeted outbound outreach and ABM strategies for enterprise clients, including a pilot program for Adobe eSign."
Treering Yearbooks,[email] [ops],- Strengthened pipeline forecasting and lead tracking through CRM workflows in Salesforce and Outreach.io.
Treering Yearbooks,[content],- Built trusted relationships with K-12 decision-makers through research and personalized campaign messaging.
Treering Yearbooks,[generalist],"- Selected to lead wrap-up of Treering’s client project based on performance, then directly recruited to join their in-house team."
Treering Yearbooks,[mgmt] [ops],"- Fast-tracked to Team Lead within six months, managing a 12-person SDR team and driving high-performing pipeline results."
Treering Yearbooks,[ops],- Achieved 2x Top Seller recognition for consistently surpassing lead generation and revenue goals in K-12 EdTech and SaaS markets.
Treering Yearbooks,[generalist],"- Developed targeted outreach campaigns and ABM strategies for enterprise clients, including a pilot program for Adobe eSign."
Treering Yearbooks,[email] [ops],- Strengthened pipeline forecasting and lead optimization through advanced CRM workflows in Salesforce and Outreach.io.
Treering Yearbooks,[ops],"- Improved team pipeline quality by 35% through advanced CRM workflows and targeted campaign optimization, contributing to consistent quota attainment."
Treering Yearbooks,[mgmt],"- Fast-tracked to Team Lead within six months, managing a 12-person team through coaching, daily huddles, and 1:1 mentorship."
Treering Yearbooks,[ops],"- 2x Top Seller and consistent Top 10 performer, recognized for high-conversion lead generation and creative prospecting campaigns."
Treering Yearbooks,[content] [email],"- Developed personalized cadences and ABM-inspired strategies for enterprise clients, including a pilot program for Adobe eSign."
Treering Yearbooks,[content],- Advised on messaging and content personalization strategies to improve engagement and prospect response rates.
Treering Yearbooks,[email] [ops],"- Enhanced CRM data tracking in Salesforce and Outreach.io, optimizing pipeline workflows and marketing campaign performance."
Treering Yearbooks,[generalist],"- Selected to lead wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join their in-house team."
Treering Yearbooks,[ops],"- 2x Top Seller and consistent top 10 performer, recognized for high-conversion lead generation and creative prospecting."
Treering Yearbooks,[content] [email],"- Developed personalized cadences and ABM-inspired campaigns for enterprise clients, including a pilot program for Adobe eSign."
Treering Yearbooks,[content],- Advised on messaging and content personalization strategies to improve prospect response rates.
Treering Yearbooks,[ops],- First outbound employee in company history to generate $1M+ sourced revenue through sophisticated CRM segmentation and Outreach automation; exceeded first-year quota by 17%
Treering Yearbooks,[ops],"- First outbound employee to surpass $1M in sourced revenue, exceeding first-year goal by 17%."
Treering Yearbooks,[ops],"- First outbound team member in company history to generate $1M+ in sourced revenue, exceeding goals by 17% in year one."
Treering Yearbooks,[ops],- First outbound team member in company history to generate $1M+ in sourced revenue; exceeded target by 17% in year one
Treering Yearbooks,[email] [ops],"- Owned a portfolio of 2,000+ accounts, leading prospect research, segmentation, email strategy, and cadence optimization"
Treering Yearbooks,[generalist],"- Supported a 4M+ tree-planting initiative through Trees for the Future, aligning lifecycle strategy with social impact"
Treering Yearbooks,[content] [email] [ops],"- Built full-funnel sequences in Outreach.io + Salesforce with personalized messaging, testing, and cross-functional campaign execution using logic-based branching"
Treering Yearbooks,[email] [ops],"- Owned a portfolio of 2,000+ accounts, leading segmentation, prospect research, email strategy, and cadence optimization"
Treering Yearbooks,[content] [email] [ops],"- Built full-funnel campaigns in Outreach.io + Salesforce with personalized messaging, logic-based branching, and ongoing A/B testing"
Treering Yearbooks,[ops],"- First outbound team member in history to generate $1M+ in sourced revenue, exceeding KPIs by 17% in year one."
Treering Yearbooks,[content] [mgmt] [ops],"- Managed a portfolio of 2,000+ accounts using audience segmentation and persona-driven outreach."
Treering Yearbooks,[enablement] [mgmt],- Mentored 4–6 direct reports and led monthly messaging workshops with custom slide decks across the sales team.
Treering Yearbooks,[content] [enablement],"- Founded and led Treering's internal Content Committee to align messaging across Sales, Support, and Marketing."
Treering Yearbooks,[ops],- First outbound team member in history to reach $1M+ in sourced revenue and achieved 117% of target in year one.
Treering Yearbooks,[ops],"- First outbound team member in history to reach $1M+ in sourced revenue, achieving 117% of target in year one."
Treering Yearbooks,[ops],- First outbound team member to reach $1M+ in sourced revenue — achieved 117% of target in year one.
Treering Yearbooks,[generalist],"- First outbound team member to surpass $1M in revenue, setting a new benchmark for SDR performance."
Treering Yearbooks,[generalist],- First outbound team member to surpass $1M in revenue—setting a new benchmark for SDR performance.
Treering Yearbooks,[ops],"- First-ever outbound employee to surpass $1M in revenue, contributing significantly to pipeline strategy and execution."
Treering Yearbooks,[content] [enablement] [writing],"- Founded Treering's Content Committee; authored brand guidelines adopted across sales, support, and success teams."
Treering Yearbooks,[content] [enablement],"- Founded a cross-department Content Committee, unifying Sales and Marketing and creating/maintaining a content library."
Treering Yearbooks,[content] [enablement],"- Founded a cross-department Content Committee, unifying Sales and Marketing while developing a shared content library."
Treering Yearbooks,[content] [enablement],- Founded a cross-functional Content Committee to align Sales and Marketing around shared messaging and tools.
Treering Yearbooks,[content] [enablement],"- Founded a cross-functional Content Committee, trimming brief-to-send timelines 20% and unifying UX across templates."
Treering Yearbooks,[email],"- Executed rolling A/B and cohort tests (subject lines, send-time, UX variants) that boosted CTR 12% and reduced unsubscribes 8%."
Treering Yearbooks,[email],"- Implemented pre-send QA (device, dark-mode, inbox rendering) that pushed deliverability to 98%+ and cut post-send fixes 35%."
Treering Yearbooks,[content] [enablement],"- Founded a cross-functional content committee to unify brand voice across Sales, Support, and Success."
Treering Yearbooks,[content] [enablement],- Founded a cross-functional content committee to unify brand voice across teams and ensure consistent messaging.
Treering Yearbooks,[content] [enablement],"- Founded an internal Content Committee to unify Sales and Marketing messaging, improving engagement and brand consistency."
Treering Yearbooks,[generalist],"- Navigated multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific needs."
Treering Yearbooks,[content] [enablement],"- Founded an internal Content Committee to unify brand voice and messaging across digital, email, and customer-facing channels."
Treering Yearbooks,[generalist],"- Planned and executed full-funnel campaigns, blending email, social media, and web content to drive adoption and engagement."
Treering Yearbooks,[generalist],"- Created custom outreach programs targeting PTA Councils and school districts, facilitating high-value partnerships with regional education groups like the Georgia PTA which oversees PTA units at 1,279 schools statewide."
Treering Yearbooks,[content] [enablement],"- Founded an internal Content Committee to unify brand voice and messaging across sales, marketing, and customer support teams."
Treering Yearbooks,[generalist],- Developed story-driven campaigns that boosted engagement and guided customers through the buying journey.
Treering Yearbooks,[generalist],"- Created custom outreach programs targeting PTA Councils and school districts, facilitating high-value partnerships with regional education groups like the Georgia PTA which oversees PTA units at 1,279 schools."
Treering Yearbooks,[content] [enablement],"- Founded and chaired a Content Committee to unify voice and improve cohesion across Sales, Support, and Marketing."
Treering Yearbooks,[content] [enablement],"- Founded and facilitated a cross-department content committee, aligning Sales and Marketing through a shared campaign library."
Treering Yearbooks,[content] [enablement],- Founded and facilitated a cross-functional content committee to align campaign creative with strategic goals.
Treering Yearbooks,[content] [enablement],"- Founded and led Content Committee, establishing review guidelines for 96+ campaign variants addressing nuanced topics around education, family dynamics, and community values."
Treering Yearbooks,[content] [enablement],- Founded and led Treering's Content Committee; developed brand voice guidelines and content systems adopted company-wide.
Treering Yearbooks,[content] [enablement],"- Founded and led Treering's internal Content Committee, aligning messaging across Sales, Support, and Marketing."
Treering Yearbooks,[content] [enablement],- Founded and led a cross-functional Content Committee to standardize brand voice and QA processes.
Treering Yearbooks,[content] [enablement],"- Founded and led a cross-functional Content Committee, aligning Sales, Marketing, and Support to reduce content creation timelines by 20% and ensure consistent messaging."
Treering Yearbooks,[content] [enablement],"- Founded and led the Content Committee to align voice, tone, and messaging across departments and campaigns."
Treering Yearbooks,[content] [enablement] [ops],"- Founded and led the Content Committee to define brand voice, streamline approval processes, and integrate variable logic for highly tailored, scalable outreach across teams and platforms"
Treering Yearbooks,[content] [enablement],"- Founded and led the Content Committee to unify voice and improve campaign cohesion across Sales, Support, and Marketing."
Treering Yearbooks,[content] [enablement] [ops],"- Founded and led the Content Committee which assisted in defining brand voice, standardizing content approval processes, and simplifying creative workflows"
Treering Yearbooks,[content] [enablement],"- Founded and led the Content Committee, aligning messaging across departments and establishing brand standards."
Treering Yearbooks,[content] [enablement],"- Founded and led the Content Committee, aligning messaging across departments and introducing scalable brand standards."
Treering Yearbooks,[content] [enablement],"- Founded and led the Content Committee, unifying content systems and brand voice while incorporating feedback into strategy."
Treering Yearbooks,[email],"- Produced branded content across flyers, decks, and email campaigns to support engagement and product adoption."
Treering Yearbooks,[content],- Partnered across teams to develop messaging frameworks and cross-channel campaign assets.
Treering Yearbooks,[content] [email] [enablement] [ops],"- Founded and led the Content Committee, which assisted in defining brand voice, standardizing content approval processes, simplifying creative workflows, and leading high-performing email campaigns — including highly customized messaging via variable logic integration — from strategy and planning through QA, optimization, and deployment."
Treering Yearbooks,[content] [enablement],"- Founded and led the Content Committee, which spearheaded internal content organization, unified brand voice, and ensured inclusion of team feedback in messaging while meeting (and exceeding) marketing initiatives."
Treering Yearbooks,[content] [enablement] [ops],"- Founded and led the internal Content Committee to improve brand voice, unify messaging, streamline content workflows, and support alignment across Sales, Marketing, and Ops"
Treering Yearbooks,[content] [enablement],"- Founded and led the internal Content Committee, aligning brand messaging across Sales, Marketing, and Support."
Treering Yearbooks,[content] [enablement] [ops],"- Founded and led the internal Content Committee, an initiative to improve brand voice, unify messaging, streamline content workflows, and tighten the communication between the Sales and Marketing departments."
Treering Yearbooks,[content] [enablement],"- Founded cross-departmental Content Committee establishing a unified content library with 100+ assets; implemented governance protocols, reducing review cycles by 20%"
Treering Yearbooks,[content] [enablement],"- Founded cross-functional Content Committee aligning Sales, Marketing, and Support, reducing campaign execution timelines by 20%."
Treering Yearbooks,[enablement],- Designed QA protocols and campaign operations documentation reducing content errors by 50% across all marketing channels.
Treering Yearbooks,[enablement] [mgmt] [ops],"- Led monthly training workshops for 20+ person team on communication best practices, contributing to 72% close rates."
Treering Yearbooks,[enablement] [ops],"- Created comprehensive internal process website documenting entire customer journey workflow, accelerating new hire onboarding and reducing training time by 30%."
Treering Yearbooks,[content] [enablement],"- Founded cross-functional Content Committee, aligning Sales and Marketing for improved deal velocity and brand consistency."
Treering Yearbooks,[content] [enablement],"- Founded cross-functional Content Committee, aligning Sales and Marketing for improved deal velocity and message consistency."
Treering Yearbooks,[content] [enablement],"- Founded the Content Committee and overhauled enablement systems, creating a brand-aligned library used across teams."
Treering Yearbooks,[generalist],- Founding SDR (1 of 2) who launched the outbound team; first outbound hire to generate $1M+ in sourced closed-won
Treering Yearbooks,[content],- Graphic Design
Treering Yearbooks,[generalist],"- Helped launch equity-focused initiatives that made yearbooks accessible to schools with tight budgets, reinforcing brand values."
Treering Yearbooks,[mgmt] [ops],- Identified $3M+ in untapped pipeline potential during a CRM audit project launched to support a direct report's new role by building reporting dashboards and cleanup workflows to address gaps.
Treering Yearbooks,[ops],- Identified and reactivated a dormant $3M+ pipeline through CRM data analysis.
Treering Yearbooks,[email],"- Implemented A/B testing and cohort analysis to improve engagement, retention, and speed to value across lifecycle stages."
Treering Yearbooks,[content] [email] [ops],"- Implemented Outreach as the engagement platform and served as platform lead, integrating with Salesforce, standardizing cadences and personalization, and prioritizing adoption through hands-on training"
Treering Yearbooks,[ops],"- Implemented Outreach, standardized reporting, and troubleshooting to remove friction from daily prospecting"
Treering Yearbooks,[email],"- Implemented high-volume outbound email campaigns via Outreach.io, experimenting with cadence/timing to optimize engagement."
Treering Yearbooks,[content],"- Conducted in-depth research to build high-quality prospect lists and personalize outreach messaging, resulting in authentic engagement and stronger conversations."
Treering Yearbooks,[content],"- Conducted in-depth research to personalize outreach messaging, ensuring that content resonated with target audiences."
Treering Yearbooks,[generalist],"- Improved AE handoffs (clear notes, next steps, context) to increase meeting show rates and later-stage momentum"
Treering Yearbooks,[email] [ops],"- Improved CRM data tracking in Salesforce and Outreach.io, strengthening pipeline workflows and boosting prospect engagement."
Treering Yearbooks,[generalist],"- Chosen to lead the wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join them in-house."
Treering Yearbooks,[ops],"- Improved overall sales team productivity by 40% through streamlined workflows and automated reporting, directly contributing to a 25% increase in pipeline velocity."
Treering Yearbooks,[content] [ops],"- Incorporated precise timelines, audience segmentation, dynamic personalized content, and comprehensive QA and approval processes into project planning to ensure flawless execution."
Treering Yearbooks,[generalist],"- Initiated and analyzed team-wide feedback surveys, translating qualitative and quantitative data from 13+ team members into actionable improvements for product messaging and positioning."
Treering Yearbooks,[content],- Initiated new processes and established brand voice as one of two founding members of the Sales Development team
Treering Yearbooks,[ops],- Exceeded sales target by 17% in the first year; first outbound team member to achieve $1M+ in closed revenue
Treering Yearbooks,[content] [ops],"- Successfully prioritized 2,000+ prospect accounts using detailed research, data input, and personalized outreach via emails, cold calls, and videos"
Treering Yearbooks,[ops],- Exceeded sales target by 17% in the first year; was the first outbound team member to achieve $1M in closed revenue.
Treering Yearbooks,[email] [ops],"- Successfully prioritized 2,000+ prospect accounts, which required detailed research, accurate data input, and strategically timed outreach via custom email cadences, cold calls, and videos."
Treering Yearbooks,[generalist],- Innovated district-level outreach strategies to win multi-school deals and streamline RFP processes.
Treering Yearbooks,[content] [ops],"- Instrumented KPI dashboards to monitor outreach effectiveness, persona conversion, and email engagement trends."
Treering Yearbooks,[ops],"- Integrated Salesforce and Outreach to streamline segmentation and increase pipeline visibility — uncovering $3M+ in hidden opportunities through cleanup, field mapping, and dashboard design."
Treering Yearbooks,[enablement],"- Integrated confidential feedback into communications, operational planning, and strategic enablement."
Treering Yearbooks,[ops],- Integrated feedback loops between Outreach and Salesforce to reduce friction and improve segmentation workflows.
Treering Yearbooks,[generalist],"- Integrated stakeholder feedback into high-performing campaign copy across multiple channels, ensuring message consistency and stakeholder satisfaction."
Treering Yearbooks,[generalist],- Integrated stakeholder feedback to refine messaging and streamline campaign execution across teams.
Treering Yearbooks,[content] [ops],- Introduced AI (ChatGPT/Grammarly) into the campaign workflow to scale personalization and accelerate content development.
Treering Yearbooks,[mgmt] [ops],"- Joined immediately after the Series B in 2015 via Inside Sales Team and was hired in-house in 2016, managing a full outbound book of business while building a customer reference program across 2,000+ accounts that contributed $1M+ in sourced revenue"
Treering Yearbooks,[content] [enablement],"- Launched a cross-functional Content Committee to unify voice, align tone, and reduce content inconsistencies by 15%."
Treering Yearbooks,[generalist],- Launched access-first campaigns that ensured every student received a yearbook regardless of their school’s budget.
Treering Yearbooks,[ops],"- Led internal demos of Outreach and Salesforce and served as a backup for Treering software demos, closing 100% of the time."
Treering Yearbooks,[generalist],- Launched access-first campaigns that ensured students received a yearbook regardless of school budget.
Treering Yearbooks,[email] [ops],- Launched lifecycle campaigns to expand equitable access and reactivate $3M+ in dormant accounts through CRM analysis.
Treering Yearbooks,[ops],"- Led CRM audit that uncovered $3M+ in hidden pipeline; created reports, dashboards, and workflows for more accurate targeting."
Treering Yearbooks,[ops],"- Led CRM audit that uncovered $3M+ in pipeline; cleaned records, refined filters, and built dashboards to drive actionable insights."
Treering Yearbooks,[ops],"- Led CRM audit that uncovered $3M+ in pipeline; cleaned records, refined filters, and built dashboards to drive insights."
Treering Yearbooks,[ops],"- Led CRM audit uncovering $3M+ in pipeline opportunity; restructured filters, dashboards, and reporting flows."
Treering Yearbooks,[ops],- Led CRM audit using advanced Salesforce queries and validation filters; uncovered $3M+ in dormant pipeline by identifying miscategorized records and orphaned opportunities
Treering Yearbooks,[ops],"- Led CRM upkeep across a 2,000+ account portfolio, including user-level QA, territory assignments, quote creation, and implementation tracking; Salesforce experience transferable to tools like Zoho"
Treering Yearbooks,[content] [mgmt],"- Led GTM content strategy for a district-level outreach program that opened partnership opportunities with councils overseeing 1,200+ schools, providing the sales team access to a new high-value market segment."
Treering Yearbooks,[content] [mgmt],"- Led Go-to-Market content strategy for district-level outreach program that opened partnership opportunities with councils overseeing 1,200+ schools, providing sales team access to high-value market segments."
Treering Yearbooks,[content] [mgmt],"- Led Go-to-Market content strategy opening partnership opportunities with councils overseeing 1,200+ schools, providing access to high-value market segments."
Treering Yearbooks,[ops],"- Led a CRM-focused audit that surfaced $3M+ in untapped pipeline, revealing miscategorized records and outdated outreach assets while building clearer reporting dashboards."
Treering Yearbooks,[ops],"- Led a comprehensive Salesforce audit and data integrity project, cleansing and restructuring the database of 2,000+ accounts to uncover and reactivate $3M+ in dormant pipeline opportunities."
Treering Yearbooks,[mgmt],"- Led a remote team of 4-6, increasing productivity through strategic coaching and process improvements"
Treering Yearbooks,[mgmt] [ops],- Conducted weekly one-on-ones to review KPIs and goals
Treering Yearbooks,[enablement],- Performed monthly training for 20+ employees to enhance development and technical skills.
Treering Yearbooks,[generalist],"- Implemented a unique, data-focused role to uncover untapped revenue"
Treering Yearbooks,[ops],"- Single-handedly established processes, metrics, reports, and dashboards that resulted in the identification of $3M+."
Treering Yearbooks,[enablement] [mgmt] [ops],"- Led a remote team of 4–6, increasing productivity through strategic coaching and workflow improvements; provided monthly training for 20+ employees"
Treering Yearbooks,[generalist],"- Led a targeted campaign that resulted in a statewide promotion with the Georgia PTA, expanding reach to 1,279 school PTA units."
Treering Yearbooks,[generalist],"- Navigated complex, multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific procurement needs."
Treering Yearbooks,[generalist],"- Led access-first campaigns ensuring every student, regardless of school budget, received a yearbook and a sense of belonging."
Treering Yearbooks,[email] [enablement] [ops],"- Led company-wide adoption of Outreach.io, owning CRM integration, reporting dashboards, and team training."
Treering Yearbooks,[ops],- Led comprehensive CRM audit that surfaced $3M+ in untapped pipeline by identifying miscategorized records.
Treering Yearbooks,[content] [enablement],"- Led comprehensive overhaul of sales enablement content library, organizing and tagging all assets for optimal usability, performance tracking, and lifecycle stage alignment."
Treering Yearbooks,[email],"- Led cross-functional planning and execution of email nurture sequences, ensuring timely, targeted outreach across segments."
Treering Yearbooks,[generalist],"- Led full-cycle email marketing campaigns — from strategy and planning to QA, testing, and deployment — driving customer engagement, retention, and conversion growth"
Treering Yearbooks,[email] [ops],"- Led full-funnel email campaigns from segmentation through send, optimizing content to increase open and click rates."
Treering Yearbooks,[email],- Led internal content QA processes to ensure consistency across touchpoints and campaign types.
Treering Yearbooks,[enablement] [ops],"- Led internal sales enablement and training focused on CRM best practices, pipeline management, and advanced sales strategy."
Treering Yearbooks,[content],"- Led multi-channel outreach campaigns targeting educator, district, and parent personas — driving scalable engagement across email, social, and direct contact channels in alignment with campaign goals."
Treering Yearbooks,[content],"- Led multi-channel outreach to educators, districts, and parents and produced branded pitch decks/slide kits for conference and webinar campaigns, improving clarity, visual storytelling, and conversion across email, social, and direct channels."
Treering Yearbooks,[email] [enablement] [ops],"- Led platform adoption initiatives, training 20+ team members on automation logic and sequence management while developing comprehensive documentation systems."
Treering Yearbooks,[email] [ops],"- Led rollout and adoption of Outreach.io, integrating it with Salesforce to streamline outbound operations."
Treering Yearbooks,[email] [ops],"- Led selection and implementation of Outreach.io, managing CRM integration and team-wide adoption."
Treering Yearbooks,[email],"- Led team performance by consistently outperforming industry benchmarks, with average open rates exceeding 45%."
Treering Yearbooks,[email] [writing],"- Generated 62% reply rates on demo request campaigns via precise email copywriting, converting warm prospects into customers"
Treering Yearbooks,[content] [email] [ops],"- Led the development of lifecycle campaigns across Salesforce and Outreach.io featuring automated personalization, improving conversion and customer retention."
Treering Yearbooks,[content] [enablement],"- Led tone and content strategy overhaul for sales enablement library, aligning assets to teacher-facing funnels and lifecycle stage."
Treering Yearbooks,[ops],"- Leveraged experience leading a 4-6 person SDR team to mentor junior reps and model best practices, contributing to a culture of high performance that produced team-wide close rates as high as 72%."
Treering Yearbooks,[email],- Maintained 98% deliverability rate by enforcing rigorous QA processes while ensuring compliance with spam regulations.
Treering Yearbooks,[email],"- Implemented A/B tests on subject lines, send times, and content, with top-performing campaigns reaching 34% reply rates."
Treering Yearbooks,[email] [ops],- Orchestrated email calendar and segmentation strategy to ensure brand consistency across year-long lifecycle campaigns.
Treering Yearbooks,[generalist],- Converted warm prospects into $1.5M+ in closed revenue by refining targeted marketing strategies.
