Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Treering Yearbooks,[mgmt] [ops],"- Managed $20M portfolio spanning 2,932 accounts and improved engagement rates to 2.98%, almost triple the industry standard.",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[email] [mgmt],- Developed scalable email sequences later adopted as foundational templates across a 20+ person team.,85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[ops],"- Analyzed CRM data to uncover $3M+ in dormant pipeline, reactivating target segments through strategic, market-driven campaigns",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[email] [mgmt] [ops],"- Managed $20M sales territory with a focused email strategy, achieving a 2.98% engagement rate that tripled the industry standard.",75.0,70.0,90.0,85.0,FAIL,"The bullet uses a dash in the prose, which violates the formatting constraints. Additionally, the claim that the engagement rate 'tripled the industry standard' is a vague superlative that lacks a cited benchmark, making it difficult to verify."
Treering Yearbooks,[email],- Captured over $1M in revenue by developing email sequences that became foundational templates for a 20+ member team.,85.0,80.0,95.0,85.0,PASS,
Treering Yearbooks,[ops],- Identified and reactivated a dormant $3M+ pipeline through data analysis and targeted email marketing campaigns,85.0,80.0,95.0,85.0,PASS,
Treering Yearbooks,[email],- Developing email sequences that became foundational templates for a 20+ member team.,75.0,80.0,85.0,70.0,FAIL,"The bullet uses a present participle ('Developing') instead of a strong past-tense action verb, and it ends with a period, which violates the formatting constraints."
Treering Yearbooks,[email] [mgmt] [ops],"- Managed Salesforce reporting and dashboards, translating KPIs (open rate, CTR, response rate) into actionable insights.",75.0,80.0,85.0,80.0,FAIL,"The bullet uses the word 'Managed', which is a weak, generic action verb that often masks task-based work rather than outcome-based systems architecture. Additionally, it includes parentheses, which is explicitly prohibited by the manager test rules."
Treering Yearbooks,[mgmt] [ops],"- Managed a $20M sales territory of 2,932 accounts, achieving a 2.98% engagement rate — nearly triple the industry standard of 1%.",95.0,90.0,95.0,85.0,PASS,
Treering Yearbooks,[email] [mgmt],"- Sourced over $1M in revenue, with email sequences later adopted as foundational templates for the entire 20+ person team.",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[ops],- Uncovered $3M+ in dormant pipeline through systematic CRM analysis and targeted reactivation campaigns,90.0,85.0,95.0,90.0,PASS,
Treering Yearbooks,[mgmt] [ops],"- Managed a $20M sales territory of 2,932 accounts, exceeding first-year quota by 17% and becoming the first SDR in company history to surpass the $1M sourced revenue milestone.",95.0,90.0,95.0,85.0,PASS,
Treering Yearbooks,[email] [mgmt] [ops],"- Managed a 2,000+ account portfolio through segmented nurture tracks, reactivation flows, and automated campaigns.",85.0,90.0,95.0,85.0,PASS,
Treering Yearbooks,[mgmt],"- Managed a 4–6 person team; led 1:1s, performance reviews, and leadership meetings while maintaining a full IC workload.",85.0,90.0,95.0,70.0,FAIL,"Contains a dash in prose (4–6), which violates the strict formatting rule prohibiting dashes outside of date ranges or hyphenated modifiers."
Treering Yearbooks,[mgmt] [ops],"- Managed a portfolio of 2,000+ accounts using segmentation, behavioral targeting, and customized variable logic to improve lead quality and conversion.",85.0,90.0,95.0,85.0,PASS,
Treering Yearbooks,[mgmt],"- Managed a portfolio of 2,000+ accounts with high-volume, high-integrity outreach strategy.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses vague, subjective descriptors like 'high-volume' and 'high-integrity' which are not measurable or verifiable. It describes a task (managing accounts) rather than a specific outcome or system architecture. It also lacks specific tools or methodologies used to manage the portfolio."
Treering Yearbooks,[content] [mgmt] [ops],"- Managed a remote 4–6 person SDR team with full performance accountability, including weekly 1:1s, monthly strategy reviews, KPI coaching, personal development planning, and annual evaluations, fostering a culture of experimentation and learning.",75.0,80.0,85.0,70.0,FAIL,"The bullet contains a dash in the phrase '4–6' which violates the rule against dashes in prose, and it uses the phrase 'fostering a culture of experimentation and learning' which is generic corporate-speak that lacks measurable evidence."
Treering Yearbooks,[mgmt] [ops],"- Managed a remote team of 4-6 SDR reps and maintained up-to-date records and messaging for a 2,000+ account portfolio.",75.0,80.0,85.0,70.0,FAIL,"The bullet uses the phrase 'Managed a', which is a weak, generic action verb that describes a task rather than a specific outcome or system improvement. It also lacks detail on the methodology or tools used to maintain the portfolio."
Treering Yearbooks,[email] [mgmt],"- Managed a remote team of 4-6 SDRs, providing strategic campaign support, A/B testing insights, and daily troubleshooting.",65.0,70.0,80.0,75.0,FAIL,"The bullet uses the phrase 'Managed a', which is a weak, generic action verb that describes a task rather than an outcome. It lacks specific metrics regarding the impact of the campaign support or A/B testing, making the contribution vague."
Treering Yearbooks,[mgmt],"- Managed a remote team of 4-6, providing training and strategic guidance while fostering a collaborative environment that boosted productivity and innovation",40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, subjective claims ('fostering a collaborative environment', 'boosted productivity and innovation') without providing concrete metrics or specific outcomes. It reads as a generic task description rather than a systems-level achievement and relies on buzzwords rather than verifiable professional impact."
Treering Yearbooks,[content] [mgmt],"- Managed a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the phrase 'providing campaign strategy support' which is vague and borders on 'helped with' or 'assisted with' language. It describes tasks (troubleshooting, support) rather than outcomes or systems built. The use of a dash in '4–6' is acceptable, but the overall construction is too task-oriented."
Treering Yearbooks,[content] [email] [mgmt],"- Managed a remote team of 4–6 SDRs, providing campaign strategy support, A/B testing insights, and daily ops troubleshooting.",65.0,70.0,80.0,75.0,FAIL,"The bullet uses the phrase 'providing campaign strategy support' which is vague and borders on 'assisted with'/'helped with' territory. It describes tasks (troubleshooting, support) rather than outcomes or systems built. The use of a dash in '4–6' is acceptable, but the overall structure reads as a list of duties rather than a high-impact achievement."
Treering Yearbooks,[content] [mgmt],"- Managed a remote team of 4–6 SDRs, providing campaign strategy support, engagement insights, and daily ops troubleshooting.",65.0,70.0,80.0,75.0,FAIL,"The bullet uses a dash in prose (4–6), which violates the formatting rules. Additionally, 'Managed' is a weak, generic action verb that describes a task rather than a specific outcome or system architecture."
Treering Yearbooks,[mgmt],"- Managed a remote team of 4–6 SDRs, supporting campaign execution and troubleshooting through regular consultative coaching.",75.0,85.0,90.0,70.0,FAIL,"The bullet uses a dash in the prose (4–6), which violates the formatting constraints. Additionally, 'Managed' is a relatively weak, generic action verb compared to more specific leadership verbs like 'Directed' or 'Mentored'."
Treering Yearbooks,[mgmt],"- Managed and mentored a remote team of 4–6 SDRs, providing weekly 1:1s, campaign support, and technical troubleshooting.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the phrase 'Managed and mentored' which is generic and borders on task-description rather than outcome-focused. It lacks specific metrics regarding the team's performance (e.g., quota attainment, lead conversion rates) and uses a dash in the prose (4–6), which violates the formatting constraints."
Treering Yearbooks,[email] [mgmt] [ops],"- Managed comprehensive lifecycle marketing for 2,000+ K-12 accounts across 500+ districts, creating data-driven nurture sequences that mapped educator decision-making journeys and adoption patterns.",85.0,90.0,95.0,85.0,PASS,
Treering Yearbooks,[mgmt],- Managed content requests and calendar priorities in collaboration with sales leadership and product stakeholders.,40.0,50.0,60.0,30.0,FAIL,"The bullet uses a weak, generic verb ('Managed') and describes a task rather than an outcome or system. It lacks specific metrics, tools, or evidence of impact, making it indistinguishable from a basic job description."
Treering Yearbooks,[mgmt] [ops],"- Managed content workflows using Trello and Google Workspace, overseeing formatting, QA, and timely delivery across platforms.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the word 'Managed', which is a weak, generic action verb that often masks task-based work rather than outcome-based achievements. It also lacks specific metrics or evidence of the scale of the content workflows, making it feel like a generic task description."
Treering Yearbooks,[content] [email] [mgmt] [ops],"- Managed email calendar and segmentation for year-long lifecycle campaigns, ensuring a consistent brand voice and timely delivery.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the vague verb 'Managed' and describes a task-based responsibility rather than a specific outcome or system architecture. It lacks concrete metrics (e.g., open rates, list size, or revenue impact) and relies on generic phrasing like 'consistent brand voice' which is difficult to verify."
Treering Yearbooks,[email],"- Oversaw team wide campaigns consistently outperforming industry benchmarks, achieving average open rates of over 45%.",65.0,60.0,80.0,70.0,FAIL,"The bullet uses the vague verb 'Oversaw' which describes a task rather than a specific contribution, and the claim of 'consistently outperforming industry benchmarks' is a generic superlative that lacks context or verification."
Treering Yearbooks,[generalist],"- Drove lead generation, becoming the first outbound employee in company to convert prospects into $1.5M+ in closed revenue.",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[email] [mgmt],"- Managed lifecycle outreach in Outreach.io to align with sales strategy, improve conversion, and support campaign execution.",65.0,70.0,75.0,70.0,FAIL,The bullet uses the vague verb 'Managed' and describes tasks ('support campaign execution') rather than specific outcomes or systems architecture. It lacks a quantifiable metric to prove the effectiveness of the lifecycle outreach.
Treering Yearbooks,[mgmt],- Managed project trackers (Airtable/Trello) and timelines to keep programs on time and on target.,50.0,60.0,70.0,50.0,FAIL,"The bullet uses the weak verb 'Managed', describes a task rather than an outcome, and lacks specific evidence of impact or scale. It reads as a generic job description entry."
Treering Yearbooks,[enablement] [mgmt] [ops],"- Managed remote SDR team of 4–6; delivered hands-on training in Outreach workflows, Salesforce best practices, and advanced automation; reduced new hire ramp time by 30%",85.0,90.0,95.0,90.0,FAIL,"The bullet contains a dash in the phrase '4–6' and '30%', which violates the rule prohibiting dashes in prose (dashes are only permitted for date ranges or hyphenated modifiers)."
Treering Yearbooks,[generalist],"- Mapped buyer-committee profiles (stakeholders, systems, intent signals) to tailor programs and lift conversion.",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[content],- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls,85.0,90.0,80.0,75.0,FAIL,"The bullet contains a dash in prose ('reference map'—'nearby schools using Treering'), which violates the strict formatting rule prohibiting dashes outside of date ranges or hyphenated modifiers."
Treering Yearbooks,[enablement] [mgmt],"- Mentored 4–6 direct reports and led weekly 1:1s and monthly workshops on messaging, systems, and strategy.",85.0,90.0,95.0,70.0,PASS,
Treering Yearbooks,[mgmt] [ops],"- Mentored a 4–6 person SDR team, boosting qualified pipeline by 20% and coaching toward smarter messaging and higher close rates.",75.0,80.0,85.0,70.0,FAIL,"The bullet contains a dash in the phrase '4–6' which violates the rule prohibiting dashes in prose, and it uses the vague, subjective term 'smarter' to describe messaging."
Treering Yearbooks,[content] [mgmt],"- Mentored a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the phrase 'support' which is a weak, task-oriented verb that fails to define the actual outcome or system improvement. It also uses a dash in the prose (4–6), which violates the formatting constraints."
Treering Yearbooks,[generalist],"- Collaborated with product, marketing, and support teams to align messaging strategies and improve user experience.",30.0,40.0,50.0,20.0,FAIL,"The bullet is generic, lacks specific outcomes or metrics, fails to define the 'how' or 'what' of the messaging strategy, and uses vague corporate-speak ('align messaging strategies') that could apply to any role."
Treering Yearbooks,[mgmt] [ops],- Managed workflows across departments while maintaining responsive collaboration with product teams on user-facing updates.,40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, generic language ('Managed workflows', 'responsive collaboration') that fails to describe a specific system, outcome, or technical contribution. It lacks metrics, tools, or a clear definition of the scope of work, making it impossible to verify."
Treering Yearbooks,[mgmt] [ops],"- Led cross-functional performance reviews, identifying platform improvement opportunities based on user engagement patterns.",65.0,70.0,80.0,60.0,FAIL,The bullet is too generic and lacks specific outcomes or metrics. It describes a process (performance reviews) rather than a tangible business impact or a specific system improvement. It fails to mention the tools used or the scale of the user engagement patterns analyzed.
Treering Yearbooks,[mgmt] [ops],"- Mentored a team of 4–6 remote SDRs; built training (workflow, objection handling, best practices) adopted by 20+ employees",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[enablement] [mgmt],"- Mentored and trained 4–6 remote team members on complex systems and best practices through weekly 1:1s, monthly workshops, and hands-on coaching.",85.0,90.0,95.0,70.0,PASS,
Treering Yearbooks,[generalist],"- Monitored the competitive landscape to identify messaging gaps and strategic opportunities, informing product positioning and battlecard development.",75.0,80.0,85.0,70.0,PASS,"The bullet is slightly generic; it lacks a specific outcome or metric (e.g., 'resulting in a 15% increase in win rates') to elevate it from a task description to a high-impact achievement."
Treering Yearbooks,[ops],"- Operationalized the lead management process by building the lead routing rules and lifecycle stage definitions in Salesforce, resulting in a 95% forecast accuracy and a 15% improvement in MQL-to-SQL conversion.",90.0,85.0,95.0,90.0,PASS,
Treering Yearbooks,[email] [ops],"- Optimized Outreach.io campaigns through advanced segmentation and list building, significantly enhancing response rates.",50.0,60.0,70.0,60.0,FAIL,"The bullet uses vague, unverifiable superlatives like 'significantly enhancing' without providing a specific metric. It also reads as a task description rather than a systems-level outcome and lacks specific context regarding the scale or nature of the segmentation."
Treering Yearbooks,[ops],- Established systematic account management processes tracking 15 data points across 200+ tasks to support informed follow-up.,85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[content] [enablement],- Founded cross-department Content Committee to reduce content review cycles and unify messaging across 100+ templates/assets.,90.0,95.0,95.0,85.0,PASS,
Treering Yearbooks,[generalist],- Presented detailed campaign insights and performance data to senior leadership to drive continuous process improvements.,40.0,50.0,70.0,30.0,FAIL,"The bullet is generic and lacks specific metrics, tools, or the nature of the 'process improvements' achieved. It reads as a task description rather than an outcome-oriented achievement."
Treering Yearbooks,[content] [email],- Achieved 74% open rates and 22% reply rates on targeted PTA council campaigns by refining personalization tactics.,85.0,80.0,95.0,80.0,PASS,
Treering Yearbooks,[email] [ops],- Optimized Outreach.io campaigns with advanced segmentation logic and strategic testing to enhance response rates.,65.0,70.0,85.0,75.0,FAIL,"The bullet fails because it lacks a specific outcome metric (e.g., 'enhance response rates' is vague and unquantified) and uses a period at the end of the bullet."
Treering Yearbooks,[ops],"- Implemented systematic account management processes that tracked key data points across 200+ active tasks, improving efficiency.",65.0,70.0,80.0,60.0,FAIL,"The bullet fails because 'improving efficiency' is an unexplained metric that lacks a quantifiable outcome. Additionally, 'systematic account management processes' is generic corporate-speak that does not clearly define the system or the specific tools used to manage the 200+ tasks."
Treering Yearbooks,[content] [email] [enablement],- Established a cross-department Content Committee to streamline review cycles by 20% and standardize messaging across 100+ email templates and sales assets.,90.0,95.0,95.0,85.0,PASS,
Treering Yearbooks,[email],"- Optimized automated email sequences to support consistent brand messaging and enhance lifecycle campaigns, achieving up to 83% open rates and 43% reply rates while directing team monitoring through detailed metrics analysis.",55.0,40.0,70.0,65.0,FAIL,"The metrics (83% open rate and 43% reply rate) are statistically implausible for standard email marketing campaigns, triggering a failure on believability. The phrase 'directing team monitoring' is vague and reads as a task description rather than a clear outcome."
Treering Yearbooks,[content] [email] [writing],"- Optimized automated email sequences utilizing strategic copywriting and dynamic content personalization, achieving up to 83% open rates and 43% reply rates across a $20M portfolio of 2,900+ B2B accounts.",65.0,55.0,85.0,80.0,FAIL,"The metrics (83% open rate and 43% reply rate) are statistically implausible for B2B email sequences at a scale of 2,900 accounts, suggesting either data manipulation or a misunderstanding of industry benchmarks. The term 'strategic' is filler language."
Treering Yearbooks,[email] [ops],"- Orchestrated full platform migration (PersistIQ → Outreach.io), configuring integrations, workflows, and training 20+ users on automation",90.0,95.0,95.0,90.0,PASS,
Treering Yearbooks,[content],"- Orchestrated multi-channel outreach to educators/districts/parents; produced conference/webinar decks that improved clarity, storytelling, and conversion across the buyer’s journey.",65.0,70.0,75.0,70.0,FAIL,"The bullet contains a dash in prose, which is explicitly forbidden by the manager test rules. Additionally, the claim regarding 'improved clarity, storytelling, and conversion' is vague and lacks a specific metric to substantiate the improvement."
Treering Yearbooks,[ops],"- Overhauled CRM, surfacing $3M+ in pipeline value; designed reports, dashboards, and workflows to improve decision-making.",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[ops],"- Oversaw a $20M portfolio of 2,900+ client accounts, surpassing first-year quota by 17% and sourcing $1M+ in new revenue.",90.0,85.0,95.0,80.0,PASS,
Treering Yearbooks,[ops],"- Oversaw a $20M sales territory of 2,932 accounts and achieved a 2.98% engagement rate, nearly tripling the industry standard.",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[email] [mgmt],- Captured over $1M in revenue by refining email sequences that later served as foundational templates for a 20+ person team.,90.0,85.0,95.0,80.0,PASS,
Treering Yearbooks,[enablement],"- Owned QA, testing, and campaign documentation — developed checklists, templates, and reporting processes to ensure flawless campaign launches.",65.0,70.0,80.0,60.0,FAIL,"Contains a dash in prose, which is explicitly forbidden by the rules. The claim of 'flawless campaign launches' is an unverifiable superlative that lacks evidence or specific metrics."
Treering Yearbooks,[content] [email] [ops],- Owned strategy and execution of full-funnel lifecycle campaigns from audience segmentation to testing and optimization.,65.0,70.0,80.0,75.0,FAIL,"The bullet is too generic and reads as a task description rather than a specific outcome or system architecture. It lacks concrete metrics, specific tools, or the scale of the campaigns managed, making it indistinguishable from any other marketing resume."
Treering Yearbooks,[ops],"- Packaged evaluation kits with Looms, ROI baselines, and exit criteria to shorten time-to-pilot and raise conversion to paid; used a simple discovery checklist (pain, roles, success metric, next step) to keep conversations focused",75.0,80.0,85.0,70.0,FAIL,"The bullet contains a dash in the prose (used to separate the two clauses), which violates the strict formatting rules provided."
Treering Yearbooks,[content],"- Partnered cross-functionally with Marketing, Product, and Support to translate performance data into campaign strategy refinements.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses the vague, passive-sounding verb 'Partnered' and describes a generic task rather than a specific outcome or system. It lacks any metrics, specific tools, or concrete evidence of the 'refinements' made, making it impossible to verify the impact."
Treering Yearbooks,[generalist],"- Partnered with Creative, Product, and Engineering teams to QA campaigns and improve prospect and customer experiences",40.0,50.0,60.0,40.0,FAIL,"The bullet uses the vague, passive-sounding verb 'Partnered with' which is a common filler phrase. It describes a task rather than an outcome or system, lacks any specific metrics or tools, and fails to define what 'improve' actually means in a measurable context."
Treering Yearbooks,[generalist],- Partnered with Marketing to align campaign messaging and support internal communications across teams.,40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic language ('Partnered with', 'align campaign messaging') that fails to describe a specific system, infrastructure, or measurable outcome. It reads as a task description rather than an achievement and lacks any specific tools, metrics, or scope."
Treering Yearbooks,[ops],"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses the vague verb 'Partnered with', which is a common proxy for 'helped with' or 'worked on'. It lacks specific metrics, tools, or a clear outcome, reading more like a list of departments rather than a description of a system or infrastructure built."
Treering Yearbooks,[ops],"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into refinements.",45.0,50.0,60.0,40.0,FAIL,"The bullet uses the vague, passive verb 'Partnered with' which is a common filler for 'worked with.' It lacks any specific metrics, tools, or tangible outcomes, reading as a generic task description rather than a systems-level achievement. It fails to explain how the alignment was achieved or what the specific impact on segmentation or performance was."
Treering Yearbooks,[ops],"- Partnered with Marketing, Product, Engineering, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and reads as a generic task description rather than an outcome-oriented statement. It lacks specific metrics, tools, or a clear definition of the system or infrastructure improved."
Treering Yearbooks,[enablement],"- Partnered with Product and Support to turn customer feedback and market insights into positioning and product launch enablement, managing go-to-market communication across the product lifecycle",65.0,70.0,75.0,60.0,FAIL,"The bullet uses the vague, passive-sounding verb 'Partnered with' which fails to define the candidate's specific contribution or leadership role. It lacks concrete metrics or specific outcomes, reading more like a job description summary than a demonstration of impact."
Treering Yearbooks,[ops],- Partnered with RevOps to standardize data hygiene protocols and optimize Salesforce–Outreach integrations across systems,75.0,80.0,85.0,80.0,FAIL,"The bullet contains a dash in the prose (Salesforce–Outreach), which violates the strict formatting rule prohibiting dashes outside of date ranges or hyphenated modifiers."
Treering Yearbooks,[generalist],"- Partnered with Treering’s in-house designer during key campaigns, ensuring cohesive visual and verbal branding.",45.0,50.0,70.0,40.0,FAIL,"The bullet uses the vague verb 'Partnered with', which is a synonym for 'helped with' or 'worked on'. It describes a task rather than an outcome or system, lacks any measurable impact or specific technical contribution, and relies on subjective terms like 'cohesive' which are unverifiable."
Treering Yearbooks,[generalist],"- Partnered with cross-functional teams to translate insights into campaign themes and messaging strategies, guiding tone, visuals, and channel plans across lifecycle stages.",55.0,60.0,70.0,50.0,FAIL,"The bullet uses generic, passive language ('Partnered with') and fails to describe a specific outcome or system. It reads as a task description rather than an achievement, lacks any metrics or specific tools, and uses vague corporate terminology ('translate insights', 'messaging strategies') that could apply to any marketing role."
Treering Yearbooks,[email],"- Partnered with design, dev, and UX teams to align messaging across product, support, and outbound touchpoints.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses the vague, passive verb 'Partnered with' which is a common substitute for 'worked with' or 'assisted with'. It describes a task (aligning messaging) rather than an outcome or a specific system implemented. It lacks metrics, specific tools, or a clear definition of the scale of the impact."
Treering Yearbooks,[content] [email] [enablement],"- Partnered with sales and marketing to standardize 100+ email templates and sales assets, leading a cross-functional Content Committee that reduced review cycles by 20%.",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[generalist],"- Performed research, building account profiles (stakeholders, systems, prior engagement) to improve conversion.",55.0,60.0,70.0,50.0,FAIL,"The bullet uses a weak, generic opening verb ('Performed'), lacks a specific outcome or metric, and reads as a task description rather than an outcome-oriented achievement. It fails to specify the scale of the research or the actual impact on conversion rates."
Treering Yearbooks,[email] [ops],"- Performed rigorous A/B and multivariate tests across email subject lines, content variations, send timing, and segmentation strategies, utilizing data-driven insights to optimize messaging, resulting in increased open and conversion rates.",65.0,70.0,80.0,75.0,FAIL,"The bullet fails because it lacks specific metrics (e.g., 'increased open rates' is vague) and relies on generic corporate phrasing like 'data-driven insights' and 'rigorous' without providing the actual scale or outcome of the testing."
Treering Yearbooks,[email],"- Piloted A/B-tested sequences across unique segments, doubling lead-to-meeting conversion in under 60 days.",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[content] [ops],"- Piloted a district-level go-to-market motion targeting centralized procurement, defining buyer personas and segmentation strategy for demand generation campaigns",85.0,90.0,95.0,80.0,PASS,
Treering Yearbooks,[email],"- Pioneered A/B testing protocols across subject lines, timing, and content blocks, boosting conversion performance",70.0,75.0,85.0,80.0,FAIL,"The bullet fails because it ends with a period, which violates the strict formatting rule. Additionally, the claim 'boosting conversion performance' is an unexplained metric that lacks a specific percentage or scale, making it a generic outcome statement."
Treering Yearbooks,[generalist],"- Pioneered a district-level outreach strategy, building relationships with K-12 district leaders and PTA councils to secure multi-school contracts and high-value partnerships.",75.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[generalist],"- Pioneered a top-down process for district leadership and PTA councils, opening multi-school opportunities",45.0,50.0,55.0,40.0,FAIL,"The bullet uses vague, buzzword-heavy language ('Pioneered', 'top-down process', 'multi-school opportunities') that fails to explain the actual system, the specific outcome, or the scale of the work. It reads as a generic claim rather than a verifiable professional achievement."
Treering Yearbooks,[generalist],"- Pioneered district and PTA council outreach strategy, unlocking multi-school deal flow and new RFP management processes.",75.0,70.0,85.0,80.0,FAIL,"The term 'Pioneered' is a vague, self-aggrandizing verb that lacks concrete evidence of the actual work performed. Additionally, the bullet uses a dash in the prose ('district and PTA council outreach strategy'), which violates the strict formatting rules provided."
Treering Yearbooks,[generalist],"- Pitched and launched new district/PTA outreach model, opening multi-school opportunities and new procurement pathways.",75.0,80.0,85.0,70.0,FAIL,"Contains a dash in prose (district/PTA), which violates the strict formatting rules provided."
Treering Yearbooks,[email] [ops],"- Planned email calendar and segmentation for year-long lifecycle campaigns, ensuring consistent branding and timely delivery.",65.0,70.0,80.0,60.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics (e.g., open rates, conversion growth, list size) and fails to mention the tools used for segmentation or automation. The phrase 'ensuring consistent branding' is generic filler that does not demonstrate impact."
Treering Yearbooks,[email] [ops],"- Led team to outperform industry benchmarks with average open rates exceeding 45%, utilizing data-driven insights to adjust tactics.",65.0,60.0,80.0,70.0,FAIL,"The bullet uses the vague phrase 'data-driven insights' which is a filler buzzword. It also fails to specify the industry or the scale of the team/campaigns, making the 45% open rate claim difficult to verify or contextualize."
Treering Yearbooks,[email],"- Achieved 62% reply rates on demo request campaigns by employing targeted messaging and strategic drip campaign methodologies, contributing over $1.5M in closed revenue.",85.0,80.0,90.0,85.0,PASS,
Treering Yearbooks,[ops],"- Presented campaign insights and performance analytics to senior leadership, informing strategy and process improvements.",50.0,65.0,70.0,40.0,FAIL,"The bullet is generic and lacks specific metrics or tools. It fails to define the scope of the campaigns or the nature of the 'process improvements,' making it a task description rather than an outcome-driven statement."
Treering Yearbooks,[email],- Achieved 74% open rates and 22% reply rates on specialized PTA council campaigns by integrating best practices in email marketing.,65.0,55.0,80.0,70.0,FAIL,"Contains the forbidden filler phrase 'best practices', uses an unexplained metric (74% open rate is statistically improbable for standard email marketing), and fails to specify the tools or systems used to achieve these results."
Treering Yearbooks,[ops],"- Presented campaign insights to senior leadership, influencing adoption of new segmentation and automation tactics.",75.0,85.0,90.0,70.0,PASS,The bullet is slightly generic regarding the specific nature of the 'segmentation and automation tactics' and lacks a quantifiable outcome or metric to demonstrate the impact of the influence.
Treering Yearbooks,[generalist],"- Presented campaign results and strategy to executive leadership, influencing adoption of new outbound methodologies.",75.0,80.0,90.0,70.0,PASS,The bullet is slightly generic regarding the specific 'outbound methodologies' adopted and lacks a quantitative metric to measure the impact of the influence on leadership.
Treering Yearbooks,[generalist],- Presented detailed campaign insights and performance data to senior leadership to inform strategic process improvement and future email marketing initiatives.,55.0,60.0,70.0,50.0,FAIL,"The bullet is generic and reads as a task description rather than an outcome statement. It lacks specific metrics, tools, or the actual impact of the 'strategic process improvement.' It uses vague corporate phrasing ('inform strategic process improvement') that could apply to any role."
Treering Yearbooks,[content],- Produced branded pitch decks and creative sales materials that supported enterprise growth and campaign clarity.,50.0,60.0,70.0,40.0,FAIL,"The bullet is generic and lacks specific metrics or tools. It describes a task rather than an outcome, uses vague language like 'supported enterprise growth,' and fails to explain the scale or impact of the materials produced."
Treering Yearbooks,[content],"- Produced branded pitch decks and slide kits for paid conference events and webinar campaigns — improving outreach clarity, visual storytelling, and conversion readiness.",65.0,70.0,80.0,60.0,FAIL,"The bullet contains a dash in the prose, which violates the formatting rules. Additionally, the claim regarding 'improving outreach clarity' and 'conversion readiness' is subjective and lacks a concrete metric to verify the impact."
Treering Yearbooks,[enablement],"- Produced internal training materials, branded sales decks, and creative assets used across multiple outreach touchpoints.",50.0,65.0,70.0,40.0,FAIL,"The bullet is generic and reads as a task description rather than an outcome statement. It lacks specific metrics, scale, or tools used, and fails to explain the impact of the materials produced."
Treering Yearbooks,[content],"- Produced modular campaign kits with persona-aligned messaging, visuals, and funnel strategy, collaborated with design and marketing teams to produce pandemic-era collateral that was featured across customer portals for two years.",75.0,80.0,70.0,75.0,FAIL,"The bullet contains a comma splice and a dash-like structure (the comma after 'strategy') that creates a run-on sentence. It also uses 'collaborated with' which borders on the 'helped with' banned phrase category, and the phrasing 'pandemic-era collateral' is slightly vague regarding the actual business impact or scale."
Treering Yearbooks,[content],- Produced sales decks and marketing collateral used by district and PTA partners nationwide.,65.0,70.0,85.0,60.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics regarding the impact of the collateral (e.g., conversion rates, adoption numbers) and fails to mention the tools or systems used to produce the content."
