cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps
249,1,True,REWRITE,"- Executed high-volume outbound campaigns with systematic A/B testing, achieving measurable engagement improvements.",Treering Yearbooks,[email],50.0,60.0,65.0,60.0,FAIL,"The bullet is generic, lacks specific metrics, fails to name the tools used, and uses vague language like 'measurable engagement improvements' without providing the actual data.",,,,,
250,1,True,REWRITE,"- Executed high-volume outbound campaigns, testing message variations and cadences that increased engagement rates, receiving accolades from the client’s executive leadership team during exclusive 1-on-1 sessions that strongly influenced future messaging.",Treering Yearbooks,[mgmt],50.0,55.0,60.0,65.0,FAIL,"The bullet relies on vague superlatives like 'high-volume' and 'accolades' without providing concrete metrics or specific campaign outcomes, and the mention of 'exclusive 1-on-1 sessions' feels like fluff rather than a professional achievement.",,,,,
251,6,False,REWRITE,"- Executed high-volume, targeted email outreach via Outreach.io, optimizing cadence and timing to improve engagement.",Treering Yearbooks,[email],70.0,75.0,80.0,85.0,PASS,"The bullet lacks a specific metric or outcome, making the claim of 'improving engagement' unverifiable and generic.",,,,,
252,1,True,KEEP,"- Executed rolling A/B and cohort tests (subject lines, send-time, UX variants) that boosted CTR 12% and reduced unsubscribes 8%.",Treering Yearbooks,[generalist],85.0,80.0,90.0,85.0,PASS,,,,,,
116,5,False,KEEP,"- Executed systematic A/B testing on subject lines, send times, and content, with top-performing campaigns achieving 34% reply rates.",Treering Yearbooks,[email][content],85.0,80.0,90.0,85.0,PASS,,,,,,
253,1,True,REWRITE,"- Executed ≈200 lifecycle-aware emails per day via Outreach.io, continually A/B-tuning cadence and timing.",Treering Yearbooks,[email],75.0,80.0,85.0,80.0,FAIL,"The bullet uses a tilde (≈) which is a form of punctuation/symbol that violates the strict formatting rules, and it describes a daily task volume rather than a strategic system or outcome.",,,,,
89,12,False,REWRITE,- Facilitated a statewide promotion with the Georgia PTA by developing a multi-channel content strategy that supported outreach across thousands of schools.,Treering Yearbooks,[email][content],65.0,70.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'Facilitated', which is a synonym for 'helped with' or 'assisted with', and lacks a specific outcome or metric to ground the 'thousands of schools' claim.",,,,,
89,12,False,REWRITE,- Facilitated a statewide promotion with the Georgia PTA by developing a tailored multi-channel pitch campaign.,Treering Yearbooks,[email],65.0,70.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'Facilitated', which is a synonym for 'assisted with' or 'helped with', and lacks a specific outcome or metric to prove the campaign's effectiveness.",,,,,
89,12,False,REWRITE,- Facilitated a statewide promotion with the Georgia PTA by developing a tailored multichannel pitch campaign.,Treering Yearbooks,[email],65.0,70.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'Facilitated', which is a synonym for 'helped with' or 'assisted with', and lacks specific metrics or outcomes to prove the effectiveness of the campaign.",,,,,
254,1,True,REWRITE,- Facilitated monthly training and strategic planning meetings with cross-functional stakeholders and executive leadership.,Treering Yearbooks,[content],60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Facilitated' (often synonymous with 'helped with' or 'participated in' in this context) and is too generic; it lacks specific outcomes, tools, or the actual impact of these meetings.",,,,,
255,30,False,REWRITE,- Fast-tracked to Team Lead within six months by consistently exceeding lead generation and pipeline-building goals.,Treering Yearbooks,[ops][mgmt],60.0,65.0,80.0,60.0,FAIL,"The bullet uses generic, unverifiable superlatives like 'consistently exceeding' without providing specific metrics or context, and it fails to mention any tools or systems used to achieve the promotion.",,,,,
255,30,False,REWRITE,"- Fast-tracked to Team Lead within six months, managing a 12-person SDR team and driving high-performing pipeline results.",Treering Yearbooks,[mgmt][ops],60.0,65.0,70.0,60.0,FAIL,"The bullet uses the forbidden filler phrase 'high-performing' and relies on vague, unverifiable claims regarding pipeline results without providing specific metrics or context.",,,,,
256,1,True,KEEP,"- Fast-tracked to Team Lead within six months, managing a 12-person team through coaching, daily huddles, and 1:1 mentorship.",Treering Yearbooks,[mgmt][enablement],85.0,80.0,90.0,70.0,PASS,,,,,,
25,29,True,KEEP,- First outbound employee in company history to generate $1M+ sourced revenue through sophisticated CRM segmentation and Outreach automation; exceeded first-year quota by 17%,Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound employee to surpass $1M in sourced revenue, exceeding first-year goal by 17%.",Treering Yearbooks,[generalist],95.0,90.0,100.0,85.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound hire to surpass $1M in sourced revenue, exceeding first-year targets by 17% through strategic lifecycle engagement.",Treering Yearbooks,[generalist],85.0,80.0,90.0,85.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound team member in company history to generate $1M+ in sourced revenue, exceeding goals by 17% in year one.",Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,,,,,,
25,29,False,KEEP,- First outbound team member in company history to generate $1M+ in sourced revenue; exceeded target by 17% in year one,Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound team member in company history to reach $1M+ in sourced revenue, achieving 117% of target in year one.",Treering Yearbooks,[mgmt],95.0,90.0,100.0,85.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound team member in history to generate $1M+ in sourced revenue, exceeding KPIs by 17% in year one.",Treering Yearbooks,[mgmt],90.0,85.0,95.0,80.0,PASS,,,,,,
25,29,False,KEEP,- First outbound team member in history to reach $1M+ in sourced revenue and achieved 117% of target in year one.,Treering Yearbooks,[mgmt],90.0,85.0,95.0,80.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound team member in history to reach $1M+ in sourced revenue, achieving 117% of target in year one.",Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,,,,,,
25,29,False,KEEP,- First outbound team member to reach $1M+ in sourced revenue — achieved 117% of target in year one.,Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,,,,,,
25,29,False,KEEP,"- First outbound team member to surpass $1M in revenue, setting a new benchmark for SDR performance.",Treering Yearbooks,[mgmt],85.0,80.0,95.0,80.0,PASS,,,,,,
25,29,False,REWRITE,- First outbound team member to surpass $1M in revenue—setting a new benchmark for SDR performance.,Treering Yearbooks,[mgmt],85.0,80.0,95.0,70.0,FAIL,"The bullet contains a dash in the prose, which violates the strict formatting rules.",,,,,
25,29,False,REWRITE,"- First-ever outbound employee to surpass $1M in revenue, contributing significantly to pipeline strategy and execution.",Treering Yearbooks,[ops],65.0,60.0,80.0,70.0,FAIL,"The bullet uses the vague, subjective filler phrase 'contributing significantly' and lacks specific tools or systems, making the claim feel like a generic resume boast rather than a verifiable outcome.",,,,,
91,48,False,KEEP,- Founded Content Committee to align Sales and Marketing around unified customer messaging and retention strategy.,Treering Yearbooks,[content],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded Treering's Content Committee; authored brand guidelines adopted across sales, support, and success teams.",Treering Yearbooks,[content][mgmt],95.0,95.0,100.0,85.0,PASS,,,,,,
91,48,False,KEEP,- Founded a company-wide Content Committee to unify messaging across Sales and Marketing and boost partner engagement.,Treering Yearbooks,[content],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded a cross-department Content Committee, unifying Sales and Marketing and creating/maintaining a content library.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded a cross-department Content Committee, unifying Sales and Marketing while developing a shared content library.",Treering Yearbooks,[content],95.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded a cross-departmental Content Committee to unify messaging across Sales/Marketing, strengthening brand consistency.",Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,- Founded a cross-functional Content Committee to align Sales and Marketing around shared messaging and tools.,Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded a cross-functional Content Committee, trimming brief-to-send timelines 20% and unifying UX across templates.",Treering Yearbooks,[content],95.0,95.0,95.0,90.0,PASS,,,,,,
91,48,False,KEEP,"- Founded a cross-functional content committee to unify brand voice across Sales, Support, and Success.",Treering Yearbooks,[content][brand],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,REVIEW,- Founded a cross-functional content committee to unify brand voice across teams and ensure consistent messaging.,Treering Yearbooks,[content][brand],85.0,90.0,95.0,70.0,PASS,The bullet lacks a specific outcome or metric to demonstrate the effectiveness of the committee beyond the act of founding it.,,,,,
91,48,False,REWRITE,"- Founded an internal Content Committee to unify Sales and Marketing messaging, improving engagement and brand consistency.",Treering Yearbooks,[content][brand],75.0,80.0,85.0,70.0,PASS,The outcome (improving engagement and brand consistency) is qualitative and lacks a specific metric or evidence of how that improvement was measured.,,,,,
91,48,False,KEEP,"- Founded an internal Content Committee to unify brand voice and messaging across digital, email, and customer-facing channels.",Treering Yearbooks,[content][brand],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded an internal Content Committee to unify brand voice and messaging across sales, marketing, and customer support teams.",Treering Yearbooks,[content][brand],95.0,95.0,100.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and chaired a Content Committee to unify voice and improve cohesion across Sales, Support, and Marketing.",Treering Yearbooks,[content],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and facilitated a cross-department content committee that reduced content review cycles by 20%, unifying messaging across 100+ email templates and sales assets.",Treering Yearbooks,[content],95.0,95.0,95.0,90.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and facilitated a cross-department content committee, aligning Sales and Marketing through a shared campaign library.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and facilitated a cross-department content committee, reducing content review cycles by an estimated 20% and unifying messaging across 100+ email templates and sales assets.",Treering Yearbooks,[content],90.0,95.0,95.0,90.0,PASS,,,,,,
91,48,False,KEEP,- Founded and facilitated a cross-functional content committee to align campaign creative with strategic goals.,Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
257,1,True,KEEP,"- Founded and led Content Committee, establishing review guidelines for 96+ campaign variants addressing nuanced topics around education, family dynamics, and community values.",Treering Yearbooks,[content],95.0,90.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,- Founded and led Treering's Content Committee; developed brand voice guidelines and content systems adopted company-wide.,Treering Yearbooks,[content][brand],95.0,90.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led Treering's internal Content Committee to align messaging across Sales, Support, and Marketing.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led Treering's internal Content Committee, aligning messaging across Sales, Support, and Marketing.",Treering Yearbooks,[content],95.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,- Founded and led a cross-functional Content Committee to standardize brand voice and QA processes.,Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led a cross-functional Content Committee, aligning Sales, Marketing, and Support to reduce content creation timelines by 20% and ensure consistent messaging across the entire customer lifecycle.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led a cross-functional Content Committee, aligning Sales, Marketing, and Support to reduce content creation timelines by 20% and ensure consistent messaging.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led the Content Committee to align voice, tone, and messaging across departments and campaigns.",Treering Yearbooks,[content][brand],85.0,90.0,95.0,70.0,PASS,,,,,,
91,48,False,REVIEW,"- Founded and led the Content Committee to define brand voice, streamline approval processes, and integrate variable logic for highly tailored, scalable outreach across teams and platforms",Treering Yearbooks,[content][brand],85.0,90.0,80.0,85.0,PASS,The bullet is strong but slightly abstract; it would benefit from naming the specific platforms or the size of the teams involved to ground the 'scalable outreach' claim.,,,,,
91,48,False,KEEP,"- Founded and led the Content Committee to unify voice and improve campaign cohesion across Sales, Support, and Marketing.",Treering Yearbooks,[content],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,REWRITE,"- Founded and led the Content Committee which assisted in defining brand voice, standardizing content approval processes, and simplifying creative workflows",Treering Yearbooks,[brand][content],70.0,80.0,75.0,65.0,FAIL,"The bullet uses the banned phrase 'assisted in' and describes a task-oriented process rather than a specific, measurable outcome or system impact.",,,,,
91,48,False,KEEP,"- Founded and led the Content Committee, aligning messaging across departments and establishing brand standards.",Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led the Content Committee, aligning messaging across departments and introducing scalable brand standards.",Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,REWRITE,"- Founded and led the Content Committee, unifying content systems and brand voice while incorporating feedback into strategy.",Treering Yearbooks,[content][brand],75.0,80.0,85.0,70.0,PASS,The bullet is slightly vague regarding the specific 'content systems' used and lacks a concrete outcome or metric to demonstrate the impact of the committee's work.,,,,,
91,48,False,REWRITE,"- Founded and led the Content Committee, which assisted in defining brand voice, standardizing content approval processes, simplifying creative workflows, and leading high-performing email campaigns — including highly customized messaging via variable logic integration — from strategy and planning through QA, optimization, and deployment.",Treering Yearbooks,[brand][content],65.0,60.0,55.0,70.0,FAIL,"The bullet uses the banned phrase 'assisted in', contains a dash in prose, and is overly long and convoluted, making it difficult to parse the actual outcome versus the list of tasks.",,,,,
91,48,False,REWRITE,"- Founded and led the Content Committee, which spearheaded internal content organization, unified brand voice, and ensured inclusion of team feedback in messaging while meeting (and exceeding) marketing initiatives.",Treering Yearbooks,[content][brand],65.0,70.0,60.0,60.0,FAIL,"The bullet uses vague corporate-speak like 'spearheaded' and 'marketing initiatives' without defining the scope or specific outcomes, and it relies on soft-skill descriptions rather than concrete systems or metrics.",,,,,
91,48,False,REWRITE,"- Founded and led the internal Content Committee to improve brand voice, unify messaging, streamline content workflows, and support alignment across Sales, Marketing, and Ops",Treering Yearbooks,[content][brand],75.0,80.0,85.0,70.0,PASS,The bullet is slightly generic and lacks a specific outcome or metric to prove the effectiveness of the committee beyond the stated intent.,,,,,
91,48,False,KEEP,"- Founded and led the internal Content Committee, aligning brand messaging across Sales, Marketing, and Support.",Treering Yearbooks,[content][brand],90.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded and led the internal Content Committee, an initiative to improve brand voice, unify messaging, streamline content workflows, and tighten the communication between the Sales and Marketing departments.",Treering Yearbooks,[content][brand],85.0,90.0,85.0,80.0,PASS,,,,,,
91,48,False,KEEP,- Founded cross-department Content Committee to reduce content review cycles and unify messaging across 100+ templates/assets.,Treering Yearbooks,[content],95.0,95.0,95.0,90.0,PASS,,,,,,
91,48,False,KEEP,"- Founded cross-departmental Content Committee establishing a unified content library with 100+ assets; implemented governance protocols, reducing review cycles by 20%",Treering Yearbooks,[content],95.0,95.0,95.0,90.0,PASS,,,,,,
91,48,False,KEEP,"- Founded cross-functional Content Committee aligning Sales, Marketing, and Support, reducing campaign execution timelines by 20%.",Treering Yearbooks,[content],95.0,95.0,95.0,90.0,PASS,,,,,,
91,48,False,KEEP,"- Founded cross-functional Content Committee, aligning Sales and Marketing for improved deal velocity and brand consistency.",Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded cross-functional Content Committee, aligning Sales and Marketing for improved deal velocity and message consistency.",Treering Yearbooks,[content],85.0,90.0,95.0,80.0,PASS,,,,,,
91,48,False,KEEP,"- Founded cross-functional Content Committee, aligning Sales, Marketing, and Support to reduce content timelines by 20%.",Treering Yearbooks,[content],95.0,95.0,95.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Founded the Content Committee and overhauled enablement systems, creating a brand-aligned library used across teams.",Treering Yearbooks,[content][enablement],85.0,90.0,90.0,80.0,PASS,,,,,,
258,1,True,KEEP,- Founding SDR (1 of 2) who launched the outbound team; first outbound hire to generate $1M+ in sourced closed-won,Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,,,,,,
259,2,True,REWRITE,- Founding SDR with 10+ years across founder-led to Series B/C SaaS and EdTech; one of two SDRs to launch outbound team,Treering Yearbooks,[mgmt],85.0,90.0,80.0,70.0,FAIL,"The bullet is a summary of experience rather than a specific outcome-based achievement, and it ends with a period which violates the formatting rules.",,,,,
259,2,False,REWRITE,- Founding SDR: 10+ years in founder-led to Series B/C SaaS and EdTech; one of two SDRs who launched the outbound team,Treering Yearbooks,[mgmt],60.0,65.0,70.0,50.0,FAIL,The bullet is a summary of experience rather than a specific outcome-based achievement; it lacks a strong action verb and reads as a biographical statement rather than a professional accomplishment.,,,,,
260,1,True,REWRITE,"- Generated 62% reply rates on demo request campaigns via precise email copywriting, converting warm prospects into customers.",Treering Yearbooks,[writing][email],75.0,70.0,90.0,80.0,PASS,"The claim of a 62% reply rate is exceptionally high for cold or warm outreach and lacks the necessary context (e.g., audience size, industry, or list quality) to anchor it as a believable, non-inflated metric.",,,,,
19,2,True,KEEP,"- Generated 62% reply rates on high-intent demo request campaigns, converting warm prospects into $874K in closed revenue with an average deal cycle reduction of 25%.",Treering Yearbooks,[email],85.0,80.0,95.0,85.0,PASS,,,,,,
261,1,True,REWRITE,"- Helped launch equity-focused initiatives that made yearbooks accessible to schools with tight budgets, reinforcing brand values.",Treering Yearbooks,[brand],40.0,50.0,60.0,30.0,FAIL,"The bullet uses the banned phrase 'helped launch', lacks specific metrics or tools, and relies on vague corporate-speak like 'equity-focused initiatives' and 'reinforcing brand values' without providing evidence of the actual system or outcome.",,,,,
262,1,True,REVIEW,- Identified $3M+ in untapped pipeline potential during a CRM audit project launched to support a direct report's new role by building reporting dashboards and cleanup workflows to address gaps.,Treering Yearbooks,[ops][mgmt],85.0,80.0,75.0,90.0,PASS,"The sentence structure is slightly convoluted due to the inclusion of the 'direct report' context, which makes the primary action (the audit) feel secondary to the support task.",,,,,
29,40,False,KEEP,- Identified and reactivated a dormant $3M+ pipeline through CRM data analysis.,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
29,40,False,REWRITE,"- Identified and reactivated a dormant $3M+ pipeline through data analysis and targeted email marketing campaigns. Cross-Functional, Data, & Strategic Impact:",Treering Yearbooks,[ops],75.0,70.0,80.0,85.0,FAIL,"The bullet contains a trailing colon and uses a dash in prose, both of which violate the formatting rules. Additionally, the phrase 'Cross-Functional, Data, & Strategic Impact:' is a label/header that should not be part of the bullet content.",,,,,
263,1,True,KEEP,"- Identified over $3M in potential revenue through custom reports, dashboards, and data cleanup.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
264,1,True,KEEP,"- Impact: Built a customer proof program across 2,000+ accounts contributing $1M+ in sourced revenue; created enablement that delivered 43% reply rates and 80%+ engagement",Treering Yearbooks,[email][enablement],85.0,80.0,90.0,85.0,PASS,,,,,,
265,1,True,REWRITE,"- Implemented A/B testing and cohort analysis to improve engagement, retention, and speed to value across lifecycle stages.",Treering Yearbooks,[generalist],60.0,65.0,70.0,75.0,FAIL,"The bullet is too generic and lacks specific metrics, tools, or context; it reads as a list of buzzwords rather than a concrete achievement.",,,,,
116,5,False,KEEP,"- Implemented A/B tests on subject lines, send times, and content, with top-performing campaigns reaching 34% reply rates.",Treering Yearbooks,[email][content],85.0,80.0,90.0,85.0,PASS,,,,,,
266,1,True,KEEP,"- Implemented Outreach as the engagement platform and served as platform lead, integrating with Salesforce, standardizing cadences and personalization, and prioritizing adoption through hands-on training",Treering Yearbooks,[ops],90.0,95.0,90.0,95.0,PASS,,,,,,
267,1,True,REVIEW,"- Implemented Outreach, standardized reporting, and troubleshooting to remove friction from daily prospecting",Treering Yearbooks,[email],85.0,90.0,80.0,85.0,PASS,"The bullet is slightly generic; while it mentions Outreach and reporting, it lacks a specific metric or outcome to quantify the 'friction' removed.",,,,,
134,6,False,REWRITE,"- Implemented a unique, data-focused role to uncover untapped revenue. Single-handedly established processes, metrics, reports, and dashboards that resulted in the identification of $3M+.",Treering Yearbooks,[ops],75.0,70.0,80.0,70.0,PASS,"The phrase 'unique, data-focused role' is slightly vague and self-congratulatory; the bullet would be stronger if it named the specific system or platform used to identify the revenue.",,,,,
268,1,True,KEEP,"- Implemented pre-send QA (device, dark-mode, inbox rendering) that pushed deliverability to 98%+ and cut post-send fixes 35%.",Treering Yearbooks,[generalist],90.0,95.0,95.0,85.0,PASS,,,,,,
162,5,False,REWRITE,"- Implemented systematic account management processes that tracked key data points across 200+ active tasks, improving efficiency.",Treering Yearbooks,[ops][mgmt],60.0,65.0,70.0,60.0,FAIL,"The bullet is too generic and lacks a specific system or tool name, making it sound like a task description rather than a high-impact outcome. The phrase 'improving efficiency' is vague and lacks a measurable metric to substantiate the claim.",,,,,
269,1,True,REWRITE,"- Improved AE handoffs (clear notes, next steps, context) to increase meeting show rates and later-stage momentum",Treering Yearbooks,[generalist],60.0,70.0,75.0,65.0,FAIL,The bullet uses a vague action verb ('Improved') and lacks specific metrics or tools to substantiate the claim of increased show rates or momentum.,,,,,
240,4,False,REWRITE,"- Improved CRM data tracking in Salesforce and Outreach.io, strengthening pipeline workflows and boosting prospect engagement.",Treering Yearbooks,[ops],60.0,65.0,70.0,75.0,FAIL,"The bullet uses vague, non-measurable outcome language ('strengthening', 'boosting') and lacks a specific metric or concrete system change to verify the claim.",,,,,
270,1,True,REWRITE,"- Improved overall sales team productivity by 40% through streamlined workflows and automated reporting, directly contributing to a 25% increase in pipeline velocity.",Treering Yearbooks,[ops][mgmt],50.0,55.0,70.0,60.0,FAIL,"The bullet relies on vague, unverifiable metrics (40% productivity, 25% pipeline velocity) without naming the specific tools, systems, or baseline data used to calculate these figures, making it feel like generic resume padding.",,,,,
271,1,True,REWRITE,"- Improved team pipeline quality by 35% through advanced CRM workflows and targeted campaign optimization, contributing to consistent quota attainment.",Treering Yearbooks,[ops][mgmt],65.0,60.0,70.0,75.0,FAIL,"The bullet uses vague, corporate-speak phrasing like 'improved team pipeline quality' and 'targeted campaign optimization' without defining the specific system or methodology used, making the 35% metric difficult to verify.",,,,,
272,1,True,REWRITE,"- Improved workflows between Outreach and Salesforce, reducing friction and increasing reliability in campaign execution.",Treering Yearbooks,[ops],60.0,70.0,65.0,70.0,FAIL,The bullet is too generic and lacks specific metrics or evidence of the 'improved' workflows; it reads as a task description rather than a concrete outcome.,,,,,
45,2,False,REWRITE,"- Incorporated precise timelines, audience segmentation, dynamic personalized content, and comprehensive QA and approval processes into project planning to ensure flawless execution.",Treering Yearbooks,[content],40.0,50.0,50.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague, buzzword-heavy language like 'flawless execution' and 'comprehensive QA' without evidence.",,,,,
273,1,True,KEEP,"- Initiated and analyzed team-wide feedback surveys, translating qualitative and quantitative data from 13+ team members into actionable improvements for product messaging and positioning.",Treering Yearbooks,[ops][mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,
274,1,True,REWRITE,- Initiated new processes and established brand voice as one of two founding members of the Sales Development team.,Treering Yearbooks,[brand][mgmt],75.0,80.0,85.0,70.0,PASS,The bullet is slightly vague regarding the specific 'processes' initiated and lacks a concrete outcome or metric to demonstrate the impact of the established brand voice.,,,,,
275,2,False,REWRITE,- Innovated district-level outreach strategies to win multi-school deals and streamline RFP processes.,Treering Yearbooks,[email],60.0,65.0,70.0,60.0,FAIL,"The bullet uses the vague, buzzword-heavy verb 'Innovated' and lacks specific metrics, tools, or concrete evidence of the 'multi-school deals' or 'RFP processes' mentioned.",,,,,
162,5,False,KEEP,"- Instituted systematic account management processes, tracking 15 key data points per account across 206 active tasks.",Treering Yearbooks,[ops][mgmt],90.0,95.0,90.0,85.0,PASS,,,,,,
181,2,False,KEEP,"- Instrumented KPI dashboards to monitor outreach effectiveness, persona conversion, and email engagement trends.",Treering Yearbooks,[email],85.0,90.0,95.0,80.0,PASS,,,,,,
276,2,False,REWRITE,"- Integrated Salesforce and Outreach to reduce friction, improve segmentation, and increase reply rates.",Treering Yearbooks,[email][ops],60.0,70.0,65.0,75.0,FAIL,"The bullet is too generic and lacks specific metrics or evidence of the 'friction' reduced or the 'reply rates' achieved, making it read like a task description rather than a high-impact outcome.",,,,,
277,1,True,KEEP,"- Integrated Salesforce and Outreach to streamline segmentation and increase pipeline visibility — uncovering $3M+ in hidden opportunities through cleanup, field mapping, and dashboard design.",Treering Yearbooks,[ops][design],95.0,90.0,95.0,95.0,PASS,,,,,,
34,2,False,REWRITE,"- Integrated confidential feedback into communications, operational planning, and strategic enablement.",Treering Yearbooks,[enablement],40.0,50.0,40.0,30.0,FAIL,"The bullet is overly generic, lacks specific metrics or tools, and uses vague corporate terminology that fails to describe a concrete system or outcome.",,,,,
276,2,True,KEEP,- Integrated feedback loops between Outreach and Salesforce to reduce friction and improve segmentation workflows.,Treering Yearbooks,[ops],85.0,90.0,85.0,90.0,PASS,,,,,,
278,1,True,REWRITE,"- Integrated stakeholder feedback into high-performing campaign copy across multiple channels, ensuring message consistency and stakeholder satisfaction.",Treering Yearbooks,[writing],40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, filler-heavy language ('high-performing', 'stakeholder satisfaction') and describes a generic task rather than a specific system or outcome. It lacks any concrete metrics, tools, or verifiable context.",,,,,
279,1,True,REWRITE,- Integrated stakeholder feedback to refine messaging and streamline campaign execution across teams.,Treering Yearbooks,[mgmt],40.0,50.0,50.0,30.0,FAIL,"The bullet is overly generic, lacks specific metrics or tools, and uses vague corporate language ('streamline campaign execution') that could apply to any role without providing evidence of actual impact.",,,,,
280,1,True,REWRITE,- Introduced AI (ChatGPT/Grammarly) into the campaign workflow to scale personalization and accelerate content development.,Treering Yearbooks,[content],65.0,70.0,80.0,75.0,FAIL,"The bullet uses parentheses which is a banned formatting choice, and it lacks a specific outcome or metric to prove the 'scale' or 'acceleration' claimed.",,,,,
281,1,True,REWRITE,"- Joined immediately after the Series B in 2015 via Inside Sales Team and was hired in-house in 2016, managing a full outbound book of business while building a customer reference program across 2,000+ accounts that contributed $1M+ in sourced revenue",Treering Yearbooks,[mgmt],85.0,80.0,75.0,80.0,FAIL,"The bullet contains a dash in prose (used to connect clauses), which violates the strict formatting rules.",,,,,
179,4,False,KEEP,"- Launched A/B-tested email sequences across unique customer segments, doubling lead-to-meeting conversion in under 60 days.",Treering Yearbooks,[email],85.0,80.0,90.0,85.0,PASS,,,,,,
91,48,False,KEEP,"- Launched a cross-functional Content Committee to unify voice, align tone, and reduce content inconsistencies by 15%.",Treering Yearbooks,[content][brand],85.0,90.0,95.0,80.0,PASS,,,,,,
282,3,True,REWRITE,- Launched access-first campaigns that ensured every student received a yearbook regardless of their school’s budget.,Treering Yearbooks,[email],60.0,65.0,70.0,40.0,FAIL,"The bullet uses vague, non-business terminology ('access-first campaigns') and lacks specific metrics, tools, or scope to verify the claim. It reads as a mission statement rather than a professional accomplishment.",,,,,
282,3,False,REWRITE,- Launched access-first campaigns that ensured students received a yearbook regardless of school budget.,Treering Yearbooks,[email],60.0,70.0,65.0,50.0,FAIL,"The bullet is too vague regarding the 'access-first' mechanism and lacks specific metrics or tools to verify the scale of the impact, making it read more like a mission statement than a professional achievement.",,,,,
283,1,True,KEEP,- Launched lifecycle campaigns to expand equitable access and reactivate $3M+ in dormant accounts through CRM analysis.,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
