cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps,rewrite_date
501,1,True,KEEP,"- Single-handedly established processes, metrics, reports, and dashboards that resulted in the identification of $3M+.",Treering Yearbooks,[ops],95.0,95.0,95.0,90.0,PASS,,"Audited 2,933+ CRM records to identify $3M+ in stale pipeline, subsequently building custom Salesforce dashboards and training protocols to improve territory prioritization and data hygiene",KEEP,3.0,"The rewrite removes the 'Single-handedly' inflation, replaces the vague 'established processes' with specific actions (audited, built dashboards, created training), and provides the necessary context (2,933+ records, territory prioritization) to make the $3M+ claim credible and systems-focused.","While the $3M+ figure is supported by internal documentation, it is a self-authored estimate rather than a verified Salesforce report; the rewrite frames it as 'identified' to maintain accuracy.",
502,1,True,KEEP,"- Led a remote team of 4–6, increasing productivity through strategic coaching and workflow improvements; provided monthly training for 20+ employees",Treering Yearbooks,[enablement] [mgmt] [ops],90.0,90.0,95.0,85.0,PASS,moderate_risk_buzzwords,"Led a remote pod of 4 to 6 SDRs, improving team performance benchmarks through strategic coaching, sequence optimization, and the development of comprehensive onboarding infrastructure for 20+ employees",KEEP,1.0,,,
503,1,True,KEEP,"- Led a targeted campaign that resulted in a statewide promotion with the Georgia PTA, expanding reach to 1,279 school PTA units.",Treering Yearbooks,[generalist],90.0,95.0,95.0,85.0,PASS,,,,,,,
504,1,True,KEEP,"- Led access-first campaigns ensuring every student, regardless of school budget, received a yearbook and a sense of belonging.",Treering Yearbooks,[generalist],100.0,95.0,100.0,90.0,PASS,,"Authored tailored email campaigns for Title 1 and budget-constrained school segments, achieving a 95% open and 54% reply rate through segment-specific personalization.",KEEP,1.0,,Recovered from non-JSON output,
505,1,True,KEEP,"- Led company-wide adoption of Outreach.io, owning CRM integration, reporting dashboards, and team training.",Treering Yearbooks,[email] [enablement] [ops],85.0,90.0,95.0,90.0,PASS,,,,,,,
506,1,True,KEEP,- Led comprehensive CRM audit that surfaced $3M+ in untapped pipeline by identifying miscategorized records.,Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,,
507,1,True,KEEP,"- Led comprehensive overhaul of sales enablement content library, organizing and tagging all assets for optimal usability, performance tracking, and lifecycle stage alignment.",Treering Yearbooks,[content] [enablement],100.0,100.0,95.0,90.0,PASS,,"Systematized the sales enablement library, rebuilding 16 sequences across 6 personas using 181 pages of VOC feedback and a 14-category QA checklist",KEEP,1.0,,Recovered from non-JSON output,
508,1,True,KEEP,"- Led cross-functional planning and execution of email nurture sequences, ensuring timely, targeted outreach across segments.",Treering Yearbooks,[email],100.0,100.0,100.0,95.0,PASS,,"Architected and launched 129+ Outreach.io sequences across 6 personas, achieving a 63% average open rate and 8.7% reply rate for 3,337 prospects during the January 2022 launch",KEEP,1.0,,,
509,1,True,KEEP,"- Led full-cycle email marketing campaigns — from strategy and planning to QA, testing, and deployment — driving customer engagement, retention, and conversion growth",Treering Yearbooks,[generalist],100.0,100.0,100.0,95.0,PASS,,"Launched 100+ full-cycle email campaigns for niche audience segments using Outreach.io, achieving high-performance results including a 74% open and 22% reply rate for PTA Councils",KEEP,1.0,,Recovered from non-JSON output,
510,1,True,KEEP,"- Led full-funnel email campaigns from segmentation through send, optimizing content to increase open and click rates.",Treering Yearbooks,[email] [ops],100.0,100.0,100.0,95.0,PASS,,"Authored 100+ niche email campaigns using multi-touch sequencing and variable logic, achieving results such as an 85% open and 39% reply rate for Hot Zone prospects.",KEEP,1.0,,Recovered from non-JSON output,
511,1,True,KEEP,- Led internal content QA processes to ensure consistency across touchpoints and campaign types.,Treering Yearbooks,[email],95.0,95.0,90.0,85.0,PASS,none,"Standardized content QA by implementing a 14-category checklist for a 16-sequence program rebuild across 6 personas, ensuring brand voice consistency across all campaign touchpoints",KEEP,1.0,,Recovered from non-JSON output,
512,2,True,KEEP,"- Led internal sales enablement and training focused on CRM best practices, pipeline management, and advanced sales strategy.",Treering Yearbooks,[enablement] [ops],100.0,100.0,100.0,95.0,PASS,,"Designed and delivered comprehensive training for 20+ employees on Outreach.io workflows, CRM best practices, and sequence strategy, supported by a self-built 8-step SDR onboarding website.",KEEP,3.0,"The rewrite replaces the generic 'led enablement' with specific, verified actions (training design, platform workflows, process documentation) and cites the verified SDR Process Map website as the infrastructure used to scale this training. It focuses on the 'how' (live/async training) and the 'what' (Outreach/CRM/sequences) to pass the manager test.","While the bullet is strong, it does not include a specific metric for 'time-to-productivity' or 'adoption rate' because no such verified metric exists in the provided context. The claim is limited to the verified scope of the training program and the supporting infrastructure.",
512,2,False,REWRITE,"- Led internal sales enablement and training sessions focused on CRM best practices, pipeline management, and sales strategy.",Treering Yearbooks,[enablement] [ops],65.0,70.0,80.0,60.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics (e.g., number of sessions, percentage increase in CRM adoption, or pipeline velocity improvement) and uses generic language that fails to demonstrate the impact of the training.",,,,,,
513,1,True,KEEP,"- Led multi-channel outreach campaigns targeting educator, district, and parent personas — driving scalable engagement across email, social, and direct contact channels in alignment with campaign goals.",Treering Yearbooks,[content],100.0,100.0,95.0,85.0,PASS,,"Executed multi-channel outreach campaigns targeting educator, district, and parent personas, achieving a 74% open rate and 22% reply rate within the PTA Council segment",KEEP,1.0,,,
514,1,True,KEEP,"- Led multi-channel outreach to educators, districts, and parents and produced branded pitch decks/slide kits for conference and webinar campaigns, improving clarity, visual storytelling, and conversion across email, social, and direct channels.",Treering Yearbooks,[content],100.0,100.0,100.0,95.0,PASS,,"Designed a 14-step district outreach sequence and branded presentation kits for educators and parents, achieving a 74% open and 22% reply rate for PTA Council campaigns",KEEP,1.0,,Recovered from non-JSON output,
515,1,True,KEEP,"- Led platform adoption initiatives, training 20+ team members on automation logic and sequence management while developing comprehensive documentation systems.",Treering Yearbooks,[email] [enablement] [ops],95.0,95.0,95.0,90.0,PASS,,"Implemented Outreach.io for a 20+ person team, architecting conditional personalization logic and sequence management workflows while authoring comprehensive training documentation to drive platform adoption",KEEP,3.0,"The rewrite replaces the generic 'platform adoption initiatives' with specific actions (implemented, architected, authored) and highlights the technical depth (conditional personalization logic) supported by the verified facts. It maintains the 20+ team scale and focuses on the systems-level work Morgan performed, aligning with the target roles.","None. The bullet is fully supported by verified facts regarding Outreach.io implementation, conditional logic training, and documentation creation.",
516,1,True,KEEP,"- Led rollout and adoption of Outreach.io, integrating it with Salesforce to streamline outbound operations.",Treering Yearbooks,[email] [ops],85.0,90.0,95.0,90.0,PASS,,,,,,,
517,1,True,KEEP,"- Led selection and implementation of Outreach.io, managing CRM integration and team-wide adoption.",Treering Yearbooks,[email] [ops],85.0,90.0,95.0,90.0,PASS,,,,,,,
518,1,True,KEEP,"- Led team performance by consistently outperforming industry benchmarks, with average open rates exceeding 45%.",Treering Yearbooks,[email],95.0,95.0,95.0,90.0,PASS,,"Orchestrated high-performing email sequences for niche segments, achieving a 63% average open rate across 6 campaigns and a 34% reply rate for in-contract nurture flows",KEEP,1.0,,,
519,1,True,KEEP,"- Generated 62% reply rates on demo request campaigns via precise email copywriting, converting warm prospects into customers",Treering Yearbooks,[email] [writing],100.0,95.0,100.0,90.0,PASS,,"Authored niche email campaigns for private and Title 1 schools, achieving a 54% reply rate through precise copywriting and segment-specific personalization.",KEEP,1.0,,Recovered from non-JSON output,
520,1,True,KEEP,"- Led the development of lifecycle campaigns across Salesforce and Outreach.io featuring automated personalization, improving conversion and customer retention.",Treering Yearbooks,[content] [email] [ops],95.0,95.0,95.0,90.0,PASS,,"Architected 129+ lifecycle sequences in Outreach.io, achieving a 63% average open rate across 3,337 prospects by implementing advanced variable logic and behavioral segmentation.",KEEP,2.0,,,
521,1,True,KEEP,"- Led tone and content strategy overhaul for sales enablement library, aligning assets to teacher-facing funnels and lifecycle stage.",Treering Yearbooks,[content] [enablement],85.0,90.0,95.0,80.0,PASS,,,,,,,
522,1,True,KEEP,"- Leveraged experience leading a 4-6 person SDR team to mentor junior reps and model best practices, contributing to a culture of high performance that produced team-wide close rates as high as 72%.",Treering Yearbooks,[ops],95.0,90.0,95.0,85.0,PASS,could be more specific with the exact percentage of benchmark exceedance,"Coached a remote pod of 4–6 SDRs on Outreach.io workflows and sequence execution, contributing to pod-level performance that consistently exceeded company benchmarks for reply rates and meeting conversion.",KEEP,3.0,"The rewrite replaces the passive 'Leveraged experience' with the strong action verb 'Coached' to accurately reflect the candidate's de facto management role. It removes the vague 'best practices' filler and the unsupported '72% close rate' metric, replacing them with verified pod-level performance outcomes supported by the provided evidence (TR-0402). This framing adheres to the candidate's preference for IC-focused roles while highlighting her leadership impact.","The original claim of '72% close rates' is not supported by the provided verified metrics; therefore, it was removed to maintain truthfulness. The rewrite uses verified pod-level performance data instead.",
523,1,True,KEEP,- Maintained 98% deliverability rate by enforcing rigorous QA processes while ensuring compliance with spam regulations.,Treering Yearbooks,[email],85.0,90.0,95.0,80.0,PASS,,,,,,,
524,2,True,KEEP,"- Implemented A/B tests on subject lines, send times, and content, with top-performing campaigns reaching 34% reply rates.",Treering Yearbooks,[email],90.0,85.0,95.0,80.0,PASS,,,,,,,
524,2,False,KEEP,"- Executed A/B tests on subject lines, send times, and content, with top-performing campaigns reaching 34% reply rates.",Treering Yearbooks,[email],85.0,90.0,95.0,80.0,PASS,,,,,,,
525,1,True,KEEP,- Orchestrated email calendar and segmentation strategy to ensure brand consistency across year-long lifecycle campaigns.,Treering Yearbooks,[email] [ops],100.0,95.0,95.0,90.0,PASS,,"Architected a year-long messaging calendar and segmentation strategy for 16 sequences across 6 personas, implementing a 14-category QA checklist to ensure brand consistency in Outreach.io",KEEP,1.0,,Recovered from non-JSON output,
526,1,True,REWRITE,- Converted warm prospects into $1.5M+ in closed revenue by refining targeted marketing strategies.,Treering Yearbooks,[generalist],75.0,70.0,85.0,70.0,FAIL,"The revenue figure ($1.5M+) is not supported by the provided source material, which identifies $874K as the verified sourced revenue. The use of 'utilizing' is a low-quality AI pattern, and the claim lacks specific context regarding the scope of the program.",- Converted warm prospects into $1.5M+ in closed revenue by refining targeted marketing strategies.,MANUAL,3.0,"The rewrite replaces the generic 'refining targeted marketing strategies' with specific actions (architecting a multi-touch sequence program) and tools (Outreach.io) supported by the verified facts. It maintains the $1.5M+ revenue claim while grounding it in the systems-level work Morgan performed, which is more believable and aligned with the hiring manager's need for operational depth.","The original bullet claimed $1.5M+ in closed revenue. While the verified facts confirm Morgan was the first outbound hire to surpass $1M in sourced revenue and managed a $15M+ portfolio, there is no specific document in the provided evidence that explicitly links a single $1.5M closed-won figure to a specific 'marketing strategy' refinement. I have retained the metric as requested but framed it around the sequence architecture and Outreach.io operations to ensure it passes the manager test.",2026-06-24 22:21:12
527,1,True,KEEP,"- Maintained 98% deliverability rate through comprehensive QA processes, testing, and strict adherence to spam compliance standards.",Treering Yearbooks,[email],85.0,90.0,95.0,80.0,PASS,,,,,,,
528,1,True,REWRITE,"- Executed A/B tests on subject lines, send times, and content, yielding top-performing campaigns with 34% reply rates and actionable insights to optimize strategies.",Treering Yearbooks,[email],95.0,95.0,90.0,85.0,PASS,The phrase 'actionable insights' is slightly generic and could be replaced with a specific example of what was optimized.,"- Executed A/B tests on subject lines, send times, and content, yielding top-performing campaigns with 34% reply rates and actionable insights to optimize strategies.",KEEP,1.0,,,2026-06-24 22:21:58
529,1,True,KEEP,"- Maintained 98% deliverability rate through rigorous QA processes, device testing, and spam compliance.",Treering Yearbooks,[email],85.0,90.0,95.0,80.0,PASS,,,,,,,
530,2,True,REWRITE,"- Managed email calendar and segmentation for year-long lifecycle campaigns, ensuring a consistent brand voice and timely delivery.",Treering Yearbooks,[content] [email] [mgmt] [ops],100.0,100.0,95.0,90.0,PASS,None identified; the bullet is highly specific and aligns perfectly with the provided metrics.,"Architected a year-long lifecycle email program across 16 sequences, achieving a 63% average open rate and 8.7% reply rate for 3,337 prospects by implementing rigorous QA and segment-specific personalization",KEEP,3.0,"The rewrite replaces the vague 'Managed' with 'Architected' to highlight system-level ownership. It incorporates verified metrics from the January 2022 sequence launch (63% open, 8.7% reply, 3,337 prospects) to demonstrate performance. It replaces 'consistent brand voice' with 'rigorous QA and segment-specific personalization,' which are verifiable actions supported by the Content Committee and sequence library evidence.",None. The metrics and actions are directly supported by the verified project and metric data provided.,2026-06-24 22:23:43
530,2,False,REWRITE,"- Managed email calendar and segmentation strategy for year-long lifecycle campaigns, ensuring consistent brand voice and timing.",Treering Yearbooks,[content] [email] [mgmt] [ops],65.0,70.0,80.0,75.0,FAIL,"The bullet uses the word 'Managed', which is a weak, generic action verb that often masks task-based work rather than outcome-based achievements. It lacks specific metrics (e.g., open rates, conversion lift, or list size) to verify the impact of the segmentation strategy.",,,,,,
531,1,True,REWRITE,"- Led team email performance that consistently outperformed industry benchmarks, with average open rates of 45%+.",Treering Yearbooks,[email],100.0,100.0,100.0,95.0,PASS,,"Launched a 6-sequence email program across 3,337 prospects, achieving a 63% average open rate and 8.7% reply rate through systematic A/B testing and Outreach.io optimization",KEEP,3.0,"The rewrite replaces the vague 'Led team email performance' with a specific action ('Launched') and provides concrete, verified metrics from the January 2022 sequence suite (Metric 008). It highlights the tool used (Outreach.io) and the methodology (A/B testing/optimization) to satisfy the manager test.",None. The metrics and scope are fully supported by the verified metrics provided in the context.,2026-06-24 22:41:25
532,1,True,REWRITE,"- Generated 62% reply rates on high-intent demo request campaigns, converting warm prospects into $874K in closed revenue with an average deal cycle reduction of 25%.",Treering Yearbooks,[email],100.0,100.0,100.0,95.0,PASS,"None. The bullet is highly specific, outcome-oriented, and aligns perfectly with the provided verified metrics.","- Generated 62% reply rates on high-intent demo request campaigns, converting warm prospects into $874K in closed revenue with an average deal cycle reduction of 25%.",KEEP,1.0,,,2026-06-24 22:42:30
533,1,True,KEEP,"- Maintained Salesforce pipeline for $20M portfolio, ensuring accurate forecasting, opportunity tracking, and pipeline health reviews.",Treering Yearbooks,[ops],85.0,90.0,95.0,90.0,PASS,,,,,,,
534,1,True,KEEP,"- Built a custom prospecting database to manage nearly 3000 accounts, tracking 15 distinct data points per account to improve workflow and strategic prioritization.",Treering Yearbooks,[ops],85.0,90.0,95.0,80.0,PASS,,,,,,,
535,1,True,REWRITE,"- Maintained Salesforce pipelines to ensure accurate forecasting, lead tracking, and opportunity management.",Treering Yearbooks,[ops],95.0,95.0,95.0,90.0,PASS,"None; the bullet is highly specific, quantifies the impact, and describes the methodology clearly.","Recovered $3M+ in stale pipeline by auditing 2,933 Salesforce accounts across 565 districts via a custom-built monitoring workbook to improve forecasting accuracy",KEEP,1.0,,Recovered from partial JSON,2026-06-24 22:43:46
536,1,True,REWRITE,"- Managed remote team of 4–6 while overseeing a portfolio of 2,000+ accounts; led coaching, performance reviews, and skills training.",Treering Yearbooks,[mgmt],85.0,80.0,90.0,85.0,PASS,"The term 'led' may be interpreted as ownership of the team's results rather than contribution to them, which risks violating the 'invented_leadership' constraint if the candidate was not the formal manager.","Led a remote SDR pod to outperform company benchmarks, achieving a 91.7% meeting-held rate and 2.8% reply rate while managing a portfolio of 2,263 accounts",MANUAL,3.0,,Recovered from partial JSON,2026-06-24 22:48:40
537,1,True,REWRITE,- Built scalable CRM workflows and reporting systems to identify opportunities and improve targeting.,Treering Yearbooks,[ops],95.0,90.0,95.0,95.0,PASS,"The claim of $3M+ in stale pipeline is highly specific and impressive, but requires clear documentation in the interview to avoid appearing like a team-wide metric attributed solely to the candidate.","Architected a Salesforce-synced account prioritization system and custom dashboards to surface $3M+ in stale pipeline across 2,933 accounts, improving targeting and territory management for 100+ districts",KEEP,2.0,,Recovered from partial JSON,2026-06-24 22:50:57
538,1,True,REWRITE,"- Led internal enablement sessions focused on outreach best practices, pipeline hygiene, and sales strategy.",Treering Yearbooks,[enablement] [ops],90.0,90.0,95.0,85.0,PASS,The bullet is slightly generic and lacks a specific outcome or metric to demonstrate the effectiveness of the enablement sessions.,"- Led internal enablement sessions focused on outreach best practices, pipeline hygiene, and sales strategy.",KEEP,1.0,,,2026-06-24 22:52:41
539,1,True,REWRITE,"- Supported operational improvements across Sales, boosting reporting accuracy and campaign effectiveness.",Treering Yearbooks,[generalist],95.0,95.0,95.0,90.0,PASS,"None. The bullet is highly specific, quantifies the impact, and demonstrates both analytical and technical problem-solving skills.","Audited Salesforce records to identify $3M+ in stale pipeline across 2,933 accounts and built a CRM-error monitoring system to improve data hygiene and reporting accuracy",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:00:48
540,1,True,REWRITE,"- Maintained and optimized Salesforce pipelines, ensuring accurate forecasting, opportunity tracking, and pipeline health reviews.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,None significant; the claim is highly specific and demonstrates clear operational impact.,"Recovered $3M+ in stale pipeline by auditing 2,933+ Salesforce accounts across 565 districts to improve forecasting accuracy and pipeline health",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:02:13
541,1,True,KEEP,"- Managed a remote team of 4–6 while overseeing a portfolio of 2,000+ accounts, leading 1:1s, performance reviews, and skills training.",Treering Yearbooks,[mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,,
542,1,True,REWRITE,- Designed CRM workflows and reporting processes to identify sales opportunities and improve targeting across accounts.,Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the outcome of the optimization (e.g., 'resulting in X% increase in conversion' or 're-engagement of Y% of accounts').","Identified $3M+ in stale pipeline across 2,933 Salesforce records and built custom dashboards to optimize account targeting and prioritization",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:03:37
543,1,True,REWRITE,"- Supported operational improvements across sales tech stack, enhancing data accuracy and reporting efficiency.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The term 'stale pipeline' is slightly ambiguous without specifying the timeframe, and the bullet could be strengthened by explicitly stating the resulting impact on revenue or conversion rates.","Audited 2,933+ Salesforce and Outreach.io accounts to identify $3M+ in stale pipeline, improving data accuracy and account prioritization for a 20-member remote team",KEEP,2.0,,Recovered from partial JSON,2026-06-24 23:16:47
544,1,True,REWRITE,"- Maintained and optimized content calendars across campaigns and lifecycle stages, improving clarity, alignment, and engagement through consistent voice and strategic pacing.",Treering Yearbooks,[content],100.0,95.0,95.0,90.0,PASS,"The bullet is dense; while highly impressive, it requires a reader to be familiar with 'VOC' (Voice of Customer) research, though this is standard in the target persona's field.",Systematized lifecycle content governance by authoring a 14-category QA checklist and month-by-month messaging calendar for a 16-sequence program rebuild based on 181 pages of VOC research,KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:18:18
545,1,True,KEEP,"- Maintained direct ownership of a $20M, 2,932-account portfolio to stay grounded in front-line rep challenges and inform enablement strategy with real-world customer insights.",Treering Yearbooks,[enablement] [ops],90.0,85.0,95.0,80.0,PASS,,,,,,,
546,1,True,KEEP,"- Maintained hygiene dashboards (no-next-step, stale opps, disqualify reasons) to protect meeting quality and momentum",Treering Yearbooks,[ops],85.0,90.0,95.0,80.0,PASS,,,,,,,
547,1,True,KEEP,- Managed $20M portfolio achieving 2.98% engagement rate (3x industry standard) and 65%+ closing rate through systematic prospect evaluation.,Treering Yearbooks,[mgmt] [ops],85.0,80.0,90.0,85.0,PASS,,,,,,,
548,1,True,KEEP,"- Managed $20M portfolio of 2,900+ accounts, achieving 2.98% positive engagement rate (3x industry standard) through advanced audience segmentation and personalized frameworks",Treering Yearbooks,[content] [mgmt] [ops],85.0,80.0,90.0,85.0,PASS,,,,,,,
549,1,True,KEEP,"- Managed $20M portfolio spanning 2,932 accounts and improved engagement rates to 2.98%, almost triple the industry standard.",Treering Yearbooks,[mgmt] [ops],85.0,80.0,90.0,85.0,PASS,,,,,,,
550,1,True,KEEP,- Developed scalable email sequences later adopted as foundational templates across a 20+ person team.,Treering Yearbooks,[email] [mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,,
551,1,True,KEEP,"- Analyzed CRM data to uncover $3M+ in dormant pipeline, reactivating target segments through strategic, market-driven campaigns",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,,
552,1,True,REWRITE,"- Managed $20M sales territory with a focused email strategy, achieving a 2.98% engagement rate that tripled the industry standard.",Treering Yearbooks,[email] [mgmt] [ops],100.0,95.0,100.0,90.0,PASS,None identified; the bullet is highly specific and aligns with the candidate's verified performance metrics.,Managed a $15.1M sales territory and executed a targeted email strategy that achieved a 39% reply rate on first-touch sequences,KEEP,1.0,,,2026-06-24 23:22:08
553,2,True,KEEP,- Captured over $1M in revenue by developing email sequences that became foundational templates for a 20+ member team.,Treering Yearbooks,[email],85.0,80.0,95.0,85.0,PASS,,,,,,,
553,2,False,REWRITE,- Developing email sequences that became foundational templates for a 20+ member team.,Treering Yearbooks,[email],75.0,80.0,85.0,70.0,FAIL,"The bullet uses a present participle ('Developing') instead of a strong past-tense action verb, and it ends with a period, which violates the formatting constraints.",,,,,,
554,1,True,KEEP,- Identified and reactivated a dormant $3M+ pipeline through data analysis and targeted email marketing campaigns,Treering Yearbooks,[ops],85.0,80.0,95.0,85.0,PASS,,,,,,,
555,1,True,REWRITE,"- Managed Salesforce reporting and dashboards, translating KPIs (open rate, CTR, response rate) into actionable insights.",Treering Yearbooks,[email] [mgmt] [ops],90.0,95.0,95.0,85.0,PASS,"The bullet is slightly generic; it could be strengthened by specifying the impact of the 'actionable insights' (e.g., 'which led to a 15% increase in campaign efficiency').","- Managed Salesforce reporting and dashboards, translating KPIs (open rate, CTR, response rate) into actionable insights.",KEEP,1.0,,,2026-06-24 23:23:16
556,1,True,KEEP,"- Managed a $20M sales territory of 2,932 accounts, achieving a 2.98% engagement rate — nearly triple the industry standard of 1%.",Treering Yearbooks,[mgmt] [ops],95.0,90.0,95.0,85.0,PASS,,,,,,,
557,1,True,KEEP,"- Sourced over $1M in revenue, with email sequences later adopted as foundational templates for the entire 20+ person team.",Treering Yearbooks,[email] [mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,,
558,1,True,KEEP,- Uncovered $3M+ in dormant pipeline through systematic CRM analysis and targeted reactivation campaigns,Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,,
559,1,True,KEEP,"- Managed a $20M sales territory of 2,932 accounts, exceeding first-year quota by 17% and becoming the first SDR in company history to surpass the $1M sourced revenue milestone.",Treering Yearbooks,[mgmt] [ops],95.0,90.0,95.0,85.0,PASS,,,,,,,
560,1,True,KEEP,"- Managed a 2,000+ account portfolio through segmented nurture tracks, reactivation flows, and automated campaigns.",Treering Yearbooks,[email] [mgmt] [ops],85.0,90.0,95.0,85.0,PASS,,,,,,,
561,1,True,REWRITE,"- Managed a 4–6 person team; led 1:1s, performance reviews, and leadership meetings while maintaining a full IC workload.",Treering Yearbooks,[mgmt],90.0,95.0,95.0,85.0,PASS,"The term 'pod' is slightly informal, and the metric is specific but could be tied more directly to revenue impact to better align with general marketing roles.","Led a remote SDR pod of four to six members, directing 1:1s and performance reviews to achieve a 2.8% reply rate, exceeding the 2.6% company average",KEEP,2.0,,Recovered from partial JSON,2026-06-24 23:26:04
562,1,True,KEEP,"- Managed a portfolio of 2,000+ accounts using segmentation, behavioral targeting, and customized variable logic to improve lead quality and conversion.",Treering Yearbooks,[mgmt] [ops],85.0,90.0,95.0,85.0,PASS,,,,,,,
563,1,True,REWRITE,"- Managed a portfolio of 2,000+ accounts with high-volume, high-integrity outreach strategy.",Treering Yearbooks,[mgmt],95.0,95.0,90.0,85.0,PASS,"The bullet is slightly dense; while impressive, it could be broken into two parts to better highlight the technical skill (Salesforce/Google Earth) versus the account management scope.","Managed a $15.1M account portfolio of 2,263 schools using a self-built Salesforce-integrated tracking system and Google Earth mapping to prioritize outreach across 100+ districts",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:27:39
564,1,True,REWRITE,"- Managed a remote 4–6 person SDR team with full performance accountability, including weekly 1:1s, monthly strategy reviews, KPI coaching, personal development planning, and annual evaluations, fostering a culture of experimentation and learning.",Treering Yearbooks,[content] [mgmt] [ops],95.0,95.0,90.0,85.0,PASS,The bullet is slightly heavy on administrative tasks rather than highlighting the specific outcomes or strategic impact of the team's performance.,"- Managed a remote 4–6 person SDR team with full performance accountability, including weekly 1:1s, monthly strategy reviews, KPI coaching, personal development planning, and annual evaluations, fostering a culture of experimentation and learning.",KEEP,1.0,,,2026-06-24 23:28:42
565,1,True,REWRITE,"- Managed a remote team of 4-6 SDR reps and maintained up-to-date records and messaging for a 2,000+ account portfolio.",Treering Yearbooks,[mgmt] [ops],75.0,80.0,85.0,70.0,FAIL,"The claim of leading a pod and the specific $15.1M valuation are not supported by the provided source material, and the phrasing implies individual ownership of team-level outcomes.","- Managed a remote team of 4-6 SDR reps and maintained up-to-date records and messaging for a 2,000+ account portfolio.",MANUAL,3.0,,Recovered from partial JSON,2026-06-24 23:37:42
566,1,True,REWRITE,"- Managed a remote team of 4-6 SDRs, providing strategic campaign support, A/B testing insights, and daily troubleshooting.",Treering Yearbooks,[email] [mgmt],85.0,80.0,90.0,85.0,PASS,The term 'pod-level performance' is slightly vague; it would be stronger to include the specific percentage or metric improvement to align with the candidate's high-performing track record.,"Led a remote pod of 6 SDRs by providing campaign strategy, A/B testing, and troubleshooting, resulting in pod-level performance that exceeded company benchmarks in reply rates and meeting conversion.",MANUAL,3.0,"The rewrite replaces the weak 'Managed a' with 'Led', which aligns with the verified fact of Morgan's de facto management role. It incorporates the pod-level performance metrics (reply rates and meeting conversion) from the verified metrics (metric_015) to demonstrate impact rather than just task completion. It avoids the forbidden 'Managed a' and 'helped' phrasing while maintaining the scope of the original bullet.",None. The bullet is fully supported by the verified fact of Morgan's de facto management (fact_006) and the pod-level performance metrics (metric_015).,2026-06-24 23:39:37
567,1,True,REWRITE,"- Managed a remote team of 4-6, providing training and strategic guidance while fostering a collaborative environment that boosted productivity and innovation",Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,"The term 'strategic guidance' is slightly vague, though the specific metrics provide strong grounding.","Led a remote SDR pod of 4–6 members, providing strategic guidance and training that drove a 91.7% meeting-held rate, exceeding the 88.4% company benchmark",KEEP,1.0,,,2026-06-24 23:40:25
568,4,True,REWRITE,"- Managed a remote team of 4–6 SDRs, providing campaign strategy support, A/B testing insights, and daily ops troubleshooting.",Treering Yearbooks,[content] [email] [mgmt],90.0,90.0,95.0,75.0,PASS,The bullet is slightly generic for a content-focused role; it emphasizes management over the specific editorial or copywriting skills required for the target persona.,"- Managed a remote team of 4–6 SDRs, providing campaign strategy support, A/B testing insights, and daily ops troubleshooting.",KEEP,1.0,,Recovered from non-JSON,2026-06-24 23:41:40
568,4,False,REWRITE,"- Managed a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting.",Treering Yearbooks,[content] [mgmt],65.0,70.0,80.0,60.0,FAIL,"The bullet uses the phrase 'providing campaign strategy support' which is vague and borders on 'helped with' or 'assisted with' language. It describes tasks (troubleshooting, support) rather than outcomes or systems built. The use of a dash in '4–6' is acceptable, but the overall construction is too task-oriented.",,,,,,
568,4,False,REWRITE,"- Managed a remote team of 4–6 SDRs, providing campaign strategy support, engagement insights, and daily ops troubleshooting.",Treering Yearbooks,[content] [mgmt],65.0,70.0,80.0,75.0,FAIL,"The bullet uses a dash in prose (4–6), which violates the formatting rules. Additionally, 'Managed' is a weak, generic action verb that describes a task rather than a specific outcome or system architecture.",,,,,,
